geonameid;name;latitude;longitude;population;countrycode
64536;Горад Рыа-дэ-Жанэйра,Рио де Жанеиро,Рио де Жанейро,Рио-де-Жанейро,Ріо де Жанейро,Ріо-де-Жанейро;-22.90278;-43.2075;6023699;BR
65785;Багдад,Ба?дод;33.34058;44.40088;5672513;IQ
69500;Тайань;36.18528;117.12;5499000;CN
69559;Бангкок,Банкок,Ба?кок,Горад Бангкок;13.75398;100.50144;5104476;TH
70225;Бангалор;12.97194;77.59369;5104047;IN
70979;Юэян;29.33333;113.09194;5000000;CN
71137;Сантьяго,Сантяго де Чиле,Сантяго де Чили;-33.45694;-70.64827;4837295;CL
71273;Кайфын,Кайфэн;34.7986;114.30742;4800000;CN
71334;Калкута,Калькутта,Колката;22.56263;88.36304;4631392;IN
73560;Горад Таронта,Торонто;43.70011;-79.4163;4612191;CA
75337;Рангун,Янгон;16.80528;96.15611;4477638;MM
76991;Мадрас,Ченнаи;13.08784;80.27847;4328063;IN
77408;Ер Ријад,Рияд,Эр-Рияд;24.68773;46.72185;4205961;SA
78754;Вухан,Вухан бал?сн,Горад Ухань,Ухан,Ухань,???н;30.58333;114.26667;4184206;CN
79415;Чунгкинг,Чунцин,Чунцін;29.56278;106.55278;3967028;CN
79836;Чэнду;30.66667;104.06667;3950437;CN
81302;Читтагонг;22.3384;91.83168;3920222;BD
81604;Александрий,Александрия,Александрија,Александрія,Горад Александрыя,?ль?ксандрия;31.21564;29.95527;3811516;EG
88319;Тяндзин,Тяньцзинь;39.14222;117.17667;3766207;CN
88380;Мелбурн,Мелбърн,Мельбурн;-37.814;144.96332;3730206;AU
88562;Ахмадабад,Ахмедабад;23.02579;72.58726;3719710;IN
88834;Пусан;35.10278;129.04028;3678555;KR
88835;Абиджан,Абиџан,Абіджан,Горад Абіджан;5.30966;-4.01266;3677115;CI
88903;Кано;12.00012;8.51672;3626068;NG
88962;Хайдарабад,Хајдерабад;17.38405;78.45636;3597816;IN
89087;Јокохама,Иокогама,Йокохама;35.44778;139.6425;3574443;JP
89113;Ибадан;7.38778;3.89639;3565108;NG
89570;Сингапур;1.28967;103.85007;3547809;SG
89824;Анкара;39.91987;32.85427;3517182;TR
23814;Бомбай,Бомбей,Горад Мумбаі,Мумбаи,Мумбай,Мумбаі,Мумбаї,Мумбај;19.07283;72.88261;12691836;IN
90353;Шиянь;32.6475;110.77806;3460000;CN
91597;Берлин,Берлін,Бэрлін;52.52437;13.41053;3426354;DE
91812;Монреал,Монреаль,Монтреал;45.50884;-73.58781;3268513;CA
92002;Мадрид,Мадрыд;40.4165;-3.70256;3255944;ES
92004;Харбин,Харбін;45.75;126.65;3229883;CN
92430;Сиань;34.25833;108.92861;3225812;CN
93709;Пхеньян,Пхенян,Пјонгјанг;39.03385;125.75432;3222000;KP
94220;Ланьчжоу;36.05639;103.79222;3200000;CN
94787;Казабланка,Касабланка;33.58831;-7.61138;3144909;MA
94824;Дурбан;-29.8579;31.0292;3120282;ZA
95446;Нанкин,Наньцзин;32.06167;118.77778;3087010;CN
95788;Кабул,Кобул;34.52813;69.17233;3043532;AF
96309;Горад Каракас,Каракас;10.48801;-66.87919;3000000;VE
97417;Пуна;18.51957;73.85535;2935744;IN
97783;Сурат;21.19594;72.83023;2894504;IN
97990;Джидда;21.51694;39.21917;2867446;SA
98012;Канпур;26.4478;80.34627;2823249;IN
98112;Луанда;-8.83682;13.23432;2776168;AO
98182;Кесон-Сити;14.6488;121.0509;2761720;PH
98245;Аддис-Абеб?,Аддис-Абеба,Аддіс-Абеба,Адис Абеба;9.02497;38.74689;2757729;ET
98459;Найроби,Најроби;-1.28333;36.81667;2750547;KE
98463;Тайюань;37.86944;112.56028;2722475;CN
98530;Салвадор,Сальвадор;-12.97111;-38.51083;2711840;BR
98589;Џајпур,Джайпур;26.91962;75.78781;2711758;IN
98622;Дар ес Салам,Дар-ес-Салаам,Дар-эс-Салам;-6.82349;39.26951;2698652;TZ
98629;Горад Чыкага,Чикаго,Чикаґо;41.85003;-87.65005;2695598;US
98677;Инчон,Инчхон;37.45361;126.73167;2628000;KR
98685;Юньфу;22.93056;112.0373;2612800;CN
98854;Басра;30.53302;47.79747;2600000;IQ
98860;Осака;34.69374;135.50218;2592413;JP
99010;Тэгу;35.87028;128.59111;2566540;KR
99039;Рим,Римъ,Рым;41.89474;0;2563241;IT
99060;Чанчунь;43.88;125.32278;2537421;CN
99071;Фейсалабаде;31.41667;73.08333;2506595;PK
99072;Измир;38.41273;27.13838;2500603;TR
99131;Дакар;14.6937;-17.44406;2476400;SN
99169;Лакхнау;26.83928;80.92313;2472011;IN
99306;Гиза;30.00808;31.21093;2443203;EG
99344;Форталеза;-3.71722;-38.54306;2400000;BR
99347;Кали;3.43722;-76.5225;2392877;CO
99350;Сурабая;-7.24917;112.75083;2374658;ID
99369;Бело Хоризонте,Белу-Оризонте,Белу-Оризонти;-19.92083;-43.93778;2373224;BR
99439;Маш?ад,Мешхед;36.31559;59.56796;2307177;IR
99446;Бруклин,Бруклін;40.6501;-73.94958;2300664;US
99454;Нагпур;21.15;79.1;2228018;IN
99532;Маракаибо;10.63167;-71.64056;2225000;VE
99738;Санто-Доминго;18.50012;-69.98857;2201941;DO
99759;Нагоя;35.18147;136.90641;2191279;JP
99762;Гаван?,Гавана,Горад Гавана,Хавана,?авана;23.13302;-82.38304;2163824;CU
100077;Горад Парыж,Париж,Париж ош,Парижь,Париз,Парис,Паріж;48.85341;0;2138551;FR
100425;"Горад Х'юстан,Х'юстон,Хьюстон,Хюстън,Хјустон";29.76328;-95.36327;2099451;US
100926;Чанша;28.19874;112.97087;2073938;CN
101312;Цзинань;36.66833;116.99722;2069266;CN
101554;Далянь;38.91222;121.60222;2035307;CN
101628;Јоханезбург,Јоханесбург,Горад Іаганесбург,Йоганнесбург,Йоханесбург,Йоханнесбург;-26.20227;28.04363;2026469;ZA
101631;Цзюлун;22.31667;114.18333;2019533;HK
102318;Чжэнчжоу;34.75778;113.64861;2014125;CN
102451;Алма-Ата,Алмаато,Алмати,Алматы,Горад Алма-Ата;43.25654;76.92848;2000900;KZ
102527;Меделин;6.25184;-75.56359;1999979;CO
102585;Шидзяджуан,Шицзячжуан;38.04139;114.47861;1992474;CN
102651;Ташкен,Ташкент,Тошканд;41.26465;69.21627;1978028;UZ
102985;Алжир;36.7525;3.04197;1977663;DZ
90150;Хошимин;0;106.66667;3467331;VN
104515;Сана,Санъо;15.35472;44.20667;1937451;YE
105072;Бейрут,Бејрут;33.88894;35.49442;1916100;LB
105299;Сапоро,Саппоро;43.06417;141.34694;1883027;JP
105343;Цзилинь;43.85083;126.56028;1881977;CN
106281;Ханчжоу;30.29365;120.16142;1878129;CN
107304;Наньчан;28.68333;115.88333;1871351;CN
107744;Ванкувер,Ванкувър,Горад Ванкувер;49.24966;-123.11934;1837969;CA
107781;Индор;22.71792;75.8333;1837041;IN
107968;Конакри;9.53795;-13.67729;1767200;GN
108410;Медан;3.58333;98.66667;1750971;ID
108435;Равалпинди;33.6007;73.0679;1743101;PK
108617;Мосул;36.335;43.11889;1739800;IQ
108648;Гамбург,Гамбурґ,Хамбург;53.57532;10.01534;1739117;DE
108773;Куритиба;-25.42778;-49.27306;1718421;BR
108918;ВАРШАВА,Варшав?,Варшава,Варшовия;52.22977;21.01178;1702139;PL
108927;Бандунг;-6.90389;107.61861;1699719;ID
109059;Будапешт,Будапешт ош,Будапеща,Будимпешта,Горад Будапешт;47.49801;19.03991;1696128;HU
109101;Соуэто;-26.26781;27.85849;1695047;ZA
109131;Беч,Вена,Виена,Відень;48.20849;16.37208;1691468;AT
109223;Рабат;34.01325;-6.83255;1655753;MA
109323;Циндао;36.09861;120.37194;1642245;CN
109380;Гвадалахар?,Гвадалахара,Горад Гвадалахара,Гуадалахара;20.66667;-103.33333;1640589;MX
109417;Барселон?,Барселона,Горад Барселона;41.38879;2.15899;1621537;ES
109435;Претория,Преторија;-25.74486;28.18783;1619438;ZA
109571;Халеб;36.20124;37.16117;1602264;SY
109878;Патна;25.60222;85.11936;1599920;IN
109915;Бхопал;23.25469;77.40289;1599914;IN
109953;Манаус,Манаўс;-3.10194;-60.025;1598210;BR
110250;Таншань;39.63333;118.18333;1596949;CN
110314;Цзинань;32.12278;114.06556;1590668;CN
110325;Пуебла;19;-98.2;1590256;MX
110336;Кадуна;10.52224;7.43828;1582102;NG
110619;Пном Пен,Пномпень;11.56245;104.91601;1573544;KH
110831;Исфахан;32.65722;51.67761;1547164;IR
111421;Лудхияна;30.90015;75.85229;1545368;IN
111453;Хараре;-17.82772;31.05337;1542813;ZW
111822;Кобе,Кобэ;34.6913;135.183;1528478;JP
112646;Бекаси;-6.2349;106.9896;1520119;ID
112656;Гаосюн;22.61626;120.31333;1519711;TW
112931;Сьюдад-Хуарес;31.73333;-106.48333;1512354;MX
113343;Урумчи,?р?мчи;43.80096;87.60046;1508225;CN
113508;Асунсион,Асунсьйон,Асунсьон,Горад Асунсьён;-25.30066;-57.63591;1482200;PY
113632;Ресифе,Ресифи;-8.05389;-34.88111;1478098;BR
113646;Тэджон;36.32139;127.41972;1475221;KR
113659;Кумаси;6.68848;-1.62443;1468609;GH
114049;Киото,Кіото,Кјото;35.02107;135.75385;1459640;JP
114259;Куала Лумпур,Куала-Лумпур;3.1412;101.68653;1453975;MY
114584;Карай;35.83351;50.96556;1448075;IR
114593;Горад Перт,Перт,Перт?,Пърт;-31.95224;115.8614;1446704;AU
115019;Горад Фінікс,Феникс,Финикс,Фінікс;33.44838;-112.07404;1445632;US
115770;Катманду;27.70169;85.3206;1442271;NP
115781;Палембанг;-2.91673;104.7458;1441500;ID
116102;Мултан;30.19556;71.47528;1437230;PK
116402;Ханой;21.0245;105.84117;1431270;VN
116667;ХАРЬКОВ,Харков,Харків,Харьков;49.98081;36.25272;1430885;UA
116996;Агра;27.18333;78.01667;1430055;IN
117392;Горад Кордава,Кордоба,Кордов?,Кордова;-31.4135;-64.18105;1428214;AR
117574;Тебриз;38.08;46.2919;1424641;IR
117656;Кванджу;35.15472;126.91556;1416938;KR
117793;Бурса;40.19167;29.06111;1412701;TR
118063;Вадодара;22.2994;73.20812;1409476;IN
118191;Белем,Белен;-1.45583;-48.50444;1407737;BR
118367;Фушунь;41.85583;123.92333;1400646;CN
118704;Горад Кіта,Кито,Кіто;-0.22985;-78.52495;1399814;EC
103369;Аккр?,Аккра,Акра;5.55602;-0.1969;1963264;GH
118994;Хэфэй;31.86389;117.28083;1388904;CN
119115;Хайдарабад;25.39242;68.37366;1386330;PK
119208;Валенсия;10.16202;-68.00765;1385083;VE
119374;Гайранвала;32.16167;74.18831;1384471;PK
119730;Лиуянг;28.15;113.63333;1380000;CN
120678;Тихуана,Тіхуана;32.5027;-117.00371;1376457;MX
120694;Лубумбаши;-11.66089;27.47938;1373770;CD
120931;Порто Алегре,Порту-Алегре,Порту-Алегри;-30.03306;-51.23;1372741;BR
120972;Тангеранг;-6.17806;106.63;1372124;ID
121110;Санта-Крус-де-ла-Сиерра;-17.8;-63.16667;1364389;BO
121240;Ханьдань;36.60056;114.46778;1358318;CN
121380;Кампала;0.31628;32.58219;1353189;UG
121795;Сучжоу;31.30408;120.59538;1343091;CN
121801;Кхулна;22.80978;89.56439;1342339;BD
121861;Дуала;4.04827;9.70428;1338082;CM
121959;Сан Антонио,Сан-Антонио,Сан-Антоніо;29.42412;-98.49363;1327407;US
122285;Горакпура;29.44702;75.67181;1324570;IN
122289;Мека,Мекка;21.42667;39.82611;1323624;SA
122397;Макассар;-5.14;119.4221;1321717;ID
122915;Милан,Милано,Мілан;45.46427;9.18951;1306661;IT
123941;Баотоу;40.65222;109.82222;1301768;CN
124085;Медина;24.46861;39.61417;1300000;SA
124193;Јаунде,Яунде;3.86667;11.51667;1299369;CM
124274;Бамако;0;-8;1297281;ML
124647;Семаранг;-6.9932;110.4203;1288084;ID
124665;Браззавиль;-4.26613;15.28318;1284609;CG
124862;Аман,Амман,Аммон;31.95522;35.94503;1275857;JO
125188;Белград,Београд,Б?лъ Градъ · Срьбїи;44.80401;20.46513;1273651;RS
125446;Горад Мантэвідэа,Монтевидео,Монтевідео;-34.83346;-56.16735;1270737;UY
125897;Лусака;-15.40669;28.28713;1267440;ZM
126409;Кальян;19.2437;73.13554;1262255;IN
126914;Таня;19.19704;72.96356;1261517;IN
127033;Горад Стакгольм,Стокhольм,Стокгольм,Стокгольм ош,Стокольма,Стокхолм,Сток?олм,Стёколна;59.33258;18.0649;1253309;SE
127319;Шираз;29.61031;52.53114;1249942;IR
127349;Адана;37.00167;35.32889;1248988;TR
127403;Сувон;37.29111;127.00889;1242724;KR
128008;Порт о Пренс,Порт-о-Пренс,Порто Пренс;18.53917;-72.335;1234742;HT
128234;Меерут;28.97155;77.71934;1223184;IN
128321;Фаридабад;28.41252;77.31977;1220229;IN
128447;Пешавар;34.008;71.57849;1218773;PK
128477;Давао;7.07306;125.61278;1212504;PH
128747;Мандалай;21.97473;96.08359;1208099;MM
128831;Сантьяго-де-лос-Кабальерос;19.45;-70.7;1200000;DO
128905;Омдурман;15.64453;32.47773;1200000;SD
129512;Аньшань;41.12361;122.99;1199275;CN
129933;Сюйчжоу;34.18045;117.15707;1199193;CN
130245;Газиабад;28.66249;77.43777;1199191;IN
132144;Саитама;35.90807;139.65657;1193350;JP
132961;Мапуту;-25.96553;32.58322;1191613;MZ
133037;Фучжоу;26.06139;119.30611;1179720;CN
133595;Раджкот;22.29161;70.79322;1177362;IN
134217;Розарио,Росарио,Росаріо;-32.94682;-60.63932;1173533;AR
134518;Гуйян;26.58333;106.71667;1171633;CN
134602;Гояния;-16.67861;-49.25389;1171195;BR
134762;Праг,Праг?,Прага;50.08804;14.42076;1165581;CZ
135298;Варанаси;25.31668;83.01042;1164404;IN
136014;Сафія,София,Софија,Софія;42.69751;23.32415;1152556;BG
136399;Триполи;32.87519;13.18746;1150989;LY
136702;Порт Харкурт;4.77742;7.0134;1148665;NG
136987;Хиросима,Хирошима,Хіросіма;34.39627;132.45937;1143841;JP
137268;Лицзян;26.86879;100.22072;1137600;CN
137956;Дубаи,Дубай,Эмірат Дубай;25.25817;55.30472;1137347;AE
138025;Бенин-Сити;6.33504;5.62749;1125058;NG
150276;Пикин;14.76457;-17.39071;874062;SN
118826;Лоян;34.68361;112.45361;1390581;CN
139889;Маидугури;11.84644;13.16027;1112449;NG
140044;Уси;31.56887;120.28857;1108647;CN
140097;Амритсар,Амрітсар;31.63661;74.87476;1092450;IN
140380;Уагадугу;12.36566;-1.53388;1086505;BF
140463;Аделаид?,Аделаида,Аделаїда,Аделейд,Аделејд,Горад Адэлаіда;-34.92866;138.59863;1074159;AU
140521;Аллахабад;25.44894;81.83328;1073438;IN
140889;Коян;37.65639;126.835;1073069;KR
140918;Газиантеп;37.05944;37.3825;1065975;TR
140951;Вишакхапатнам;17.69004;83.20925;1063178;IN
141584;Датун;40.09361;113.29139;1052678;CN
141681;Сендай;38.26889;140.87194;1037562;JP
141736;Тхени;10.01531;77.482;1034724;IN
142000;Саньян;34.33778;108.70261;1034081;CN
142255;Горад Днепрапятроўск,Днепропетровск,Дніпропетровськ,Днїпропетровск,Дњепропетровск,Екатеринослав;48.45;34.98333;1032822;UA
142363;Кампинас;-22.90556;-47.06083;1031554;BR
142496;Джабалпур;23.16697;79.95006;1030168;IN
142676;Донецк,Донецьк,Сталино,Сталіне,Сталіно,Юзовка,Юзівка;48.023;37.80224;1024700;UA
142679;Горад Дублін,Даблин,Дублин,Дублін,Дъблин;53.33306;-6.24889;1024027;IE
142872;Куньмин;25.03889;102.71833;1023674;CN
143052;Горад Калгары,Калгари,Калгарі;51.05011;-114.08529;1019942;CA
143073;Брисел,Брусэль,Брюксел,Брюсель,Брюссель;50.85045;4.34878;1019022;BE
143083;Аурангабад;19.88333;75.33333;1016441;IN
143127;Нова-Игуасу;-22.75917;-43.45111;1002118;BR
143748;Адэса,Одеса,Одесса;46.47747;30.73262;1001558;UA
143860;Китакюсю,Китакјушу;33.83333;130.83333;997536;JP
143921;Солапур;17.67152;75.91044;997281;IN
144269;Баодин;38.85111;115.49028;995652;CN
144410;Гватемала;14.64072;-90.51327;994938;GT
144443;Горад Неапаль,Напуљ,Неапол,Неаполь;40.83333;14.25;988972;IT
144448;Бэньси;41.28861;123.765;987717;CN
144696;Бирмингам,Бирмингем,Бірмінгем,Горад Бірмінгем;52.48142;-1.89983;984333;GB
144794;Шринагар;34.08842;74.80298;975857;IN
145034;Заря;11.11128;0;975153;NG
145233;Манагва,Манагуа;12.13282;-86.2504;973087;NI
145449;Порт Елизабет;-33.91799;25.57007;967677;ZA
145459;Фес;34.03715;-4.9998;964891;MA
145724;Ульсан;35.53722;129.31667;962865;KR
146214;Коямпуттур;11.00555;76.96612;959823;IN
146268;Бризбейн,Брисбен;-27.46794;153.02809;958504;AU
146384;Масейо;-9.66583;-35.73528;954991;BR
146400;Картахена;10.39972;-75.51444;952024;CO
146412;Чанчжоу;31.77358;119.95401;949018;CN
146970;Горад Сан-Хасэ,Сан Хозе,Сан Хосе,Сан-Хосе;37.33939;-121.89496;945942;US
147105;Монровия,Монровија;6.30054;-10.7969;939524;LR
147271;Кингстон;17.99702;-76.79358;937700;JM
147425;Арбил,Вилояти Арб?л;36.19257;44.01062;932800;IQ
147622;Джодхпур;26.26841;73.00594;921476;IN
147982;Чиба;35.60472;140.12333;919729;JP
148290;Сан-Луис;-2.52972;-44.30278;917237;BR
148340;Чандигар,Чандигарх;30.73629;76.7884;914371;IN
148445;Мадура;9.91735;78.11962;909908;IN
148565;Сале;34.0531;-6.79846;903485;MA
148730;Кочабамба;-17.3895;-66.1568;900414;BO
148942;Абу-Грейб;33.30703;44.18694;900000;IQ
148987;Кум,?ум;34.6401;50.8764;900000;IR
149050;Бишкек;42.87;74.59;900000;KG
149132;Гувахати;26.18617;91.75095;899094;IN
149155;Аба;5.10658;7.36667;897560;NG
149402;Пиндиншань;33.73847;113.30119;889675;CN
149437;Гвалиор;26.22982;78.17337;882458;IN
149703;Мендоса;-32.89084;-68.82717;876884;AR
150006;Кония,Конья;37.87135;32.48464;875530;TR
150037;Мбужи-Майи;-6.13603;23.58979;874761;CD
150099;Виджаявада;16.51928;80.63049;874587;IN
151678;Пучхон;37.49889;126.78306;850731;KR
152224;Ранчи;23.35;85.33333;846454;IN
152376;Наукальпан-де-Хуарес;19.47851;-99.23963;846185;MX
152451;Ul?n B?tor - Улаанбаатар,Улаанбаатар,Улан Батор,Улан-Батор;47.90771;106.88324;844818;MN
152546;Ахваз,А?воз;31.3203;48.6693;841145;IR
152632;Арекипа;-16.39889;-71.535;841130;PE
152743;Паданг;-0.94924;100.35427;840352;ID
153094;Маракеш,Марракеш;31.63416;-7.99994;839296;MA
153209;Џексонвил,Джаксънвил,Джексонвілл,Джэксонвилл;30.33218;-81.65565;821784;US
153352;Йос;9.91667;8;816824;NG
153384;Валенсия;39.46975;-0.37739;814208;ES
153709;Каляо;-12.05658;-77.11814;813264;PE
153759;Ла-Пас;-16.5;-68.15;812799;BO
153871;Горад Атава,Отава,Оттав?,Оттава;45.41117;-75.69812;812129;CA
154097;Баркисимето;10.07389;-69.32278;809490;VE
154321;Горад Сан-Францыска,Сан Франсиско,Сан Франциско,Сан-Франциско,Сан-Франціско;37.77493;-122.41942;805235;US
154380;Наньнин;22.81667;108.31667;803788;CN
155101;Фритаун;8.484;-13.22994;802639;SL
155310;Джохор-Бахру;0;103.7578;802489;MY
155921;Богор;-6.59444;106.78917;800000;ID
156111;Момбаса;-4.05466;39.66359;799668;KE
156510;Себу;10.31672;123.89071;798634;PH
156627;Маскат;23.61387;58.5922;797000;OM
157198;Запорожье,Запоріжжя;47.82289;35.19031;796217;UA
157403;Марсель,Марсеј,Марсилия;43.29695;5.38107;794811;FR
157738;Зарка;32.07275;36.08796;792665;JO
157826;Горад Осцін,Остин,Остін;30.26715;-97.74306;790390;US
157977;Бумердес;36.76639;3.47717;786499;DZ
158024;Тируванантапурам;0;76.94924;784153;IN
158027;Сакаи;34.58333;135.46667;782339;JP
158151;Аньянг;36.09944;114.32889;781129;CN
158214;Тукуман;-26.82414;-65.2226;781023;AR
158324;Салем;11.65116;78.15867;778396;IN
158904;Хомс;34.72682;36.72339;775404;SY
159045;Хух-Хото;40.81056;111.65222;774477;CN
159071;Ниамей;13.51366;2.1098;774235;NE
159186;Лодз,Лодзь,Лођ;51.75;19.46667;768755;PL
159380;Даммам;26.43442;50.10326;768602;SA
159398;Синин;36.61667;101.76667;767531;CN
159909;Кота;25.18254;75.83906;763088;IN
159951;Натал;-5.795;-35.20944;763043;BR
160196;Циньхуандао;39.93167;119.58833;759718;CN
160263;Хэнъян;26.88806;112.615;759602;CN
160266;Анталия,Анталья;36.90812;30.69556;758188;TR
160552;Кракаў,Краков,Краковия,Краків;50.06143;19.93658;755050;PL
160677;Алигарх;27.88334;78.07475;753207;IN
160798;Да Нанг;16.06778;108.22083;752493;VN
160877;Питермарицбург;-29.61678;30.39278;750845;ZA
160961;Ломе;6.13748;1.21227;749700;TG
161154;Трухильо;-8.11599;-79.02998;747450;PE
161204;Маланг;-7.9797;112.6304;746716;ID
161290;Барейли;28.34702;79.42193;745435;IN
161312;Кигали;-1.94995;30.05885;745261;RW
161325;Терезина;-5.08917;-42.80194;744512;BR
161616;Синьсян;35.30889;113.86722;743601;CN
161901;Сан-Бернардо-ду-Кампу;-23.69389;-46.565;743372;BR
161943;Хэган;47.4;130.36667;743307;CN
162099;Амстердам,Горад Амстэрдам;52.37403;4.88969;741636;NL
162158;Форт Уърт,Форт-Уэрт;32.72541;-97.32085;741206;US
162183;Ойо;0;3.93333;736072;NG
162199;Кветта;30.199;67.00971;733675;PK
162627;Шарлот,Шарлотт,Шарлът;35.22709;-80.84313;731424;US
163270;Кампу-Гранде;-20.44278;-54.64639;729151;BR
163345;Атина,Атэны,Афины,Афіни,А?ины;37.97945;23.71622;729137;GR
150634;Вэньчжоу;27.99942;120.66682;865672;CN
163806;Сулеймания;35.56496;45.4329;723170;IQ
163808;Кукута;7.89391;-72.50782;721398;CO
163811;Морадабад;28.83893;78.77684;721139;IN
163915;Нджамена;12.10672;15.0444;721081;TD
164328;Нинбо;29.87819;121.54945;719867;CN
164816;Яньтай;37.53333;121.4;719332;CN
164898;Лвов,Львов,Львів;49.83826;24.02324;717803;UA
164947;Мерида;20.96667;-89.61667;717175;MX
165060;Тлалнепантла;19.54005;-99.19538;715767;MX
166111;Горад Дэтройт,Детроит,Детройт;42.33143;-83.04575;713777;US
166331;Горад Эдмантан,Едмонтон,Едмънтън,Эдмонтон;53.55014;-113.46871;712391;CA
167046;Чонджу;35.82194;127.14889;711424;KR
167357;Чжучжоу;27.83333;113.15;709358;CN
168325;Чиуауа;28.63333;-106.08333;708267;MX
168668;Горад Севілья,Севиджэ,Севилья,Севиля,Севиља,Севілья;37.38241;-5.97613;703206;ES
169023;Сидзуока;34.97694;138.38306;701561;JP
169113;Раджшахи;24.374;88.60114;700133;BD
169179;Чанчжи;35.20889;111.73861;699514;CN
169304;Булавайо,Булавајо;-20.15;28.58333;699385;ZW
169372;Горад Заграб,Загреб,?агрєбъ;45.81444;15.97798;698966;HR
169375;Агадир,Агадір;30.42018;-9.59815;698310;MA
169389;Горад Сараева,Сараево,Сараєво,Сарајево,Сара?во;43.84864;18.35644;696731;BA
169577;Ла Плата,Ла-Плата;-34.92145;-57.95453;694167;AR
169897;Горад Туніс,Тунис,Тунис шаары,Тунисин Орн,Туніс;36.81897;10.16579;693210;TN
170017;Чжанцзякоу;40.81;114.87944;692602;CN
170044;Котону;6.36536;2.41833;690584;BJ
170592;Фусинь;42.01556;121.65889;689050;CN
170654;Енугу;0;0;688862;NG
170785;Тангер,Танжер;35.76727;-5.79975;688356;MA
170794;Хуанши;30.20417;115.07761;688090;CN
170887;Ляоян;41.27194;123.17306;687890;CN
170892;Кумамото;32.78972;130.74167;680423;JP
172059;Осаску;-23.5325;-46.79167;677856;BR
172408;Горакпура;26.75479;83.37235;674246;IN
172469;Сянтань;27.85;112.9;674189;CN
172503;Ипо;0;101.0829;673318;MY
172946;Палерма,Палермо;38.11582;13.35976;672175;IT
173193;Цзыбо;36.79056;118.06333;669770;CN
173334;Наньтун;32.03028;120.87472;666251;CN
173361;Муданьцзян;44.58333;129.6;665915;CN
173576;Нуакшот;18.08581;-15.9785;661400;MR
173598;Пуэнт-Нуар;-4.77609;11.86352;659084;CG
173811;Агуаскальентес;21.88333;-102.3;658179;MX
173819;Кривий Ріг,Кривой Рог;47.90966;33.38044;652380;UA
174018;Акапулко,Акапулько;16.86336;-99.8901;652136;MX
174186;Жуан-Песоа;-7.115;-34.86306;650883;BR
174259;Ансан-си,Онсон;37.32361;126.82194;650728;KR
174448;Бенгази;32.11667;20.06667;650629;LY
174875;Гуйлинь;25.28194;110.28639;649352;CN
174895;Ел Пасо,Эль-Пасо;31.75872;-106.48693;649121;US
174972;Сагамихаре;35.55306;139.35444;648801;JP
174979;Коломбо;6.93194;79.84778;648034;LK
174991;Мемфис;35.14953;-90.04898;646889;US
175499;Лилонгве;-13.96692;33.78725;646750;MW
176146;Оран;35.69111;-0.64167;645984;DZ
178202;Диарбекир,Диярбакыр;37.91583;40.21889;644763;TR
179330;Окаяма;34.66167;133.935;639652;JP
181135;Чжаньцзян;21.28145;110.34271;637790;CN
182701;Джокьякарта;-7.78278;110.36083;636660;ID
183027;Кишинев,Кишинэу,Кишинёв,Кишињев,Кішынёў;47.00556;28.8575;635994;MD
184379;Вроцлав;51.1;17.03333;634893;PL
184433;Чхунджу;36.63722;127.48972;634596;KR
184622;Анъян;37.3925;126.92694;634367;KR
185702;Даньдун;40.12917;124.39472;631973;CN
185939;Шаогуань;24;113.58333;628749;CN
163533;Гвадалупе;25.67678;-100.25646;724921;MX
186731;Бхилаи;21.21667;81.43333;625138;IN
187585;Джибути;11.58901;43.14503;623891;DJ
187725;Салтилло;25.41667;-101;621250;MX
187968;Балтимор,Горад Балтымар;39.29038;-76.61219;620961;US
188657;Бостон,Бостън,Горад Бостан;42.35843;-71.05977;617594;US
189741;Джамшедпур;22.80278;86.18545;616338;IN
191038;Хайкоу;20.04583;110.34167;615835;CN
191220;Таиз;13.57952;44.02091;615222;YE
191245;Сан-Жозе-дус-Кампус;-23.17944;-45.88694;613764;BR
191299;Тайчжоу;32.49069;119.90812;612356;CN
192067;Керетаро;20;-100.38333;611785;MX
192859;Глазго,Глазгов,Глазгоу,Горад Глазга;55.86515;-4.25763;610268;GB
196231;Горад Сіэтл,Сиатъл,Сиетл,Сиэтл,Сијетл,Сієтл;47.60621;-122.33207;608660;US
198629;Кочин;9.93988;76.26022;604696;IN
200067;Цзиньчжоу;41.10778;121.14167;604269;CN
201521;Хайфон;20.85611;106.68222;602695;VN
201865;Ђенова,Генуа,Генуя;44.40632;8.93386;601951;IT
202061;Вашингтон;38.89511;-77.03637;601723;US
202065;Ісламабад,Горад Ісламабад,Исламабад;33.72148;73.04329;601600;PK
202068;Киркук;35.46806;44.39222;601433;IQ
202326;Горад Дэнвер,Денвер,Денвър;39.73915;-104.9847;600158;US
203112;Горад Ратэрдам,Ротердам,Роттердам;51.9225;4.47917;598199;NL
204283;Мехикали;32.65194;-115.46833;597099;MX
204318;Эрмосильо;29.06667;-110.96667;595811;MX
204953;Решт;37.28077;49.58319;594590;IR
205970;Абеокута;0;0;593100;NG
207570;Горад Эсэн,Есен,Ессен,Эссен;51.45657;7.01228;593085;DE
207596;Кайсери;38.73222;35.48528;592840;TR
209228;Морелия;19.70078;-101.18443;592797;MX
210379;Инкоу;40.66482;122.22833;591159;CN
210939;Абуджа,Абуџа;9.06853;7.48375;590400;NG
211098;Чжанчжоу;24.51333;117.65556;589831;CN
