geonameid;name;latitude;longitude;population;countrycode
1253193;Хэйхэ;50.24413;127.49016;109427;CN
1253200;Колчестър;51.88921;0.90421;109414;GB
1253219;Чжаотун;27.31667;103.71667;109400;CN
1253237;Лараша;35.19321;-6.15572;109294;MA
1253275;Тумбес;-3.56694;-80.45153;109223;PE
1216475;Плейку;13.98333;108;114225;VN
1253340;Алкобендас;40.54746;-3.64197;109104;ES
1253357;Матагальпа;12.92559;-85.91747;109089;NI
1253452;Булоњ Бијанкур;48.83333;0;108782;FR
1253468;Калиш;51.76109;18.09102;108759;PL
1253512;Пемба;-12.97395;40.51775;108737;MZ
1253544;Ибарра;0.35171;-78.12233;108666;EC
1253577;Катумба;-9.23333;33.61667;108558;TZ
1253595;Колумбия;38.95171;-92.33407;108500;US
1253628;Куманово;42.13222;21.71444;108471;MK
1253638;Хирон;7.0682;-73.16981;108466;CO
1253671;Мопти;14.4843;-4.18296;108456;ML
1253673;Баглан;36.13068;68.70829;108449;AF
1253702;Форли;44.22361;12.05278;108335;IT
1253736;Сухар;24.3643;56.74681;108274;OM
1253744;НЭХЭ;48.48333;124.83333;108253;CN
1253785;Пинлян;35.53917;106.68611;108156;CN
1253807;Куньшань;31.37762;120.9543;107986;CN
1253861;Атбаре;17.70217;33.98638;107930;SD
1253894;Латина;41.46614;0;107898;IT
1253918;ЧЖАЛАЙНОР;49.45;117.7;107828;CN
1253952;Мерс;51.45342;0;107816;DE
1253958;Оренсе;42.33669;-7.86407;107742;ES
1253984;Бандырма;40.35222;27.97667;107631;TR
1254043;Кошалин;54.19438;16.17222;107450;PL
1254054;Витория-де-Санту-Антан;-8.11806;-35.29139;107383;BR
1254080;Горад Кобленц,Кобленц;50.35357;7.57884;107319;DE
1254089;Зиген;50.87482;8.02431;107242;DE
1254102;Виченца;45.55729;0;107223;IT
1254111;Вестерос;59.61617;16.55276;107194;SE
1254163;Реус;41.15612;1.10687;107118;ES
1254241;Илебо;-4.33112;20.58638;107093;CD
1254282;Кроули;51.11303;-0.18312;107061;GB
1254304;Косовска Митровица;42.88333;20.86667;107045;XK
1254322;Таунгу;18.94291;96.43408;106945;MM
1254327;Эхидо;8.54665;-71.24087;106915;VE
1254346;Рочестер;44.02163;-92.4699;106769;US
1254348;Районг;12.68095;101.25798;106737;TH
1254373;Коимбра;40.20564;-8.41955;106582;PT
1254377;Лоуел;42.63342;-71.31617;106519;US
1254390;Уилмингтон;34.22573;-77.94471;106476;US
1254420;Лонцзян;47.33028;123.18361;106384;CN
1254436;Бухэ;30.28757;112.22979;106347;CN
1254444;Намир,Намюр;50.4669;4.86746;106284;BE
1254534;Бергиш Гладбах;50.9856;7.13298;106184;DE
1254538;Блэкберн;53.75;-2.48333;106154;GB
1254638;Западна Ковина,Западная Ковина;34.06862;-117.93895;106098;US
1254649;Легница;51.21006;16.1619;106033;PL
1254657;Ашкелон;31.66926;34.57149;105995;IL
1254673;Синхуа;32.93917;119.83417;105918;CN
1254694;Мати;6.95508;126.21655;105908;PH
1254710;Сучава;47.63333;26.25;105796;RO
1254744;Наньтоу;23.91566;120.66387;105682;TW
1254787;Идку;31.30782;30.29901;105599;EG
1254795;Фарго;46.87719;-96.7898;105549;US
1254908;Нанси;48.68333;6;105334;FR
1254912;Феърфилд;38.24936;-122.03997;105321;US
1254948;Квинстаун;-31.89756;26.87533;105309;ZA
1255004;Євпаторія,Евпатория,Эвпаторія;45.20091;33.36655;105223;UA
1255024;Джизан;16.88917;42.55111;105198;SA
1255027;Кеймбридж,Кембридж;42.3751;-71.10561;105162;US
1255046;Фокшани;45.7;27.18333;105112;RO
1255082;Терни;42.56713;12.64987;105018;IT
1255122;Малиновка;53.8579;27.4374;105000;BY
1255134;Юниверсал-Сити;34.1389;-118.35341;105000;US
1255143;Тренто,Трэнта;46.06787;11.12108;104946;IT
1255211;Дасин;39.74025;116.32693;104904;CN
1255212;Бани;35.9975;45.8853;104799;IR
1255213;Олдем;53.54051;-2.1183;104782;GB
1255254;Доулю,Юнь-линь;23.70944;120.54333;104723;TW
1253330;Хулан;45.98333;126.6;109104;CN
1255383;Джезказган;47.78333;67.76667;104357;KZ
1255396;Яцусиро;32.5;130.6;104341;JP
1255434;Тандиль;-37.32167;-59.13316;104325;AR
1255482;Олбери;-36.07494;146.92394;104258;AU
1255488;Кара;9.55111;1.18611;104207;TG
1255491;Биллингс;45.78329;-108.50069;104170;US
1255620;Матаморос;25.52699;-103.22847;104024;MX
1255621;Абенгуру;6.72972;-3.49639;104020;CI
1255625;Ивакуни;34.15;132.18333;104004;JP
1255635;Уокинге;51.31903;-0.55893;103932;GB
1255643;Долиси;-4.19834;12.66664;103894;CG
1255654;Юйси;24.355;102.54222;103829;CN
1255714;Ричмънд;37.93576;-122.34775;103701;US
1255744;Мале;4.1748;73.50888;103693;MV
1255823;Брэндон;27.9378;-82.28592;103483;US
1255870;Пхитсанулок;16.82481;100.25858;103427;TH
1255927;Келуш;38.75657;-9.25451;103399;PT
1255947;Бербанк,Бърбанк;34.18084;-118.30897;103340;US
1255950;Нисио;34.86667;137.05;103337;JP
1255963;Эсмеральдас;-19.7625;-44.31389;103206;BR
1255983;Эскуинтла;14.305;-90.785;103165;GT
1256039;Хильдесхайм;52.15077;9.95112;103052;DE
1256050;АЛЕКСАНДРИЯ,Олександрия;48.66961;33.11593;103000;UA
1256052;Делисьяс;28.19013;-105.47012;102969;MX
1256176;Горад Эрланген,Ерланген,Эрланген;49.59099;11.00783;102675;DE
1256207;Челмсфорд;51.73575;0.46958;102671;GB
1256214;Сент-Хеленс;53.45;-2.73333;102555;GB
1256237;Эдисон;40.51872;-74.4121;102548;US
1256246;Лубанго;-14.91717;13.4925;102541;AO
1256259;Сарх;9.1429;18.3923;102528;TD
1256295;Флинт;43.01253;-83.68746;102434;US
1256335;Дробета Турну Северин;44.63194;22.65611;102346;RO
1256340;Мармагао;15.40927;73.78868;102345;IN
1256388;Дисук;31.13305;30.64649;102037;EG
1256431;Торревьеха;37.97872;-0.68222;101792;ES
1256432;Эри;42.12922;-80.08506;101786;US
1256435;Парал;26.92961;-105.6662;101768;MX
1256436;Тернате;0.8;127.4;101731;ID
1256468;Дельта;49.14399;-122.9068;101668;CA
1256515;СОЛИГОРСК,Салігорск,Солигорск;52.7876;27.5415;101614;BY
1256523;Секешфехервар;47.18995;18.41034;101600;HU
1256529;Аржантей,Аржантеј,Аржентој;48.95;0;101475;FR
1256539;Басилдон;51.56844;0.45782;101362;GB
1256558;Маладзечна,Молодечно;54.3167;26.854;101300;BY
1256572;Оломоуц,Оломуц;49.59552;17.25175;101268;CZ
1256593;Виттен;51.44362;7.35258;101247;DE
1256598;Барретус;-20.55722;-48.56778;101220;BR
1256715;Дейли Сити;37.70577;-122.46192;101123;US
1256720;Ванадзор,КИРОВАКАН;40.80456;44.4939;101098;AM
1256722;Тарту;58.38062;26.72509;101092;EE
1256728;Потгитерсрус;-24.19436;29.00974;101090;ZA
1256739;Сьюдад-Гусман;19.70466;-103.4617;101010;MX
1256753;Джоли;6.05222;121.00222;101002;PH
1256812;Новара;45.44056;8.61684;100910;IT
1256814;Эльбасан;41.1125;20.08222;100903;AL
1256826;Фуншал;32.63333;-16.9;100847;PT
1256832;Эль-Прогресо;15;-87.8;100810;HN
1256968;Аньяме;5.49462;-4.05183;100653;CI
1256974;Нарита;35.78333;140.31667;100641;JP
1257001;Анкона;43.59816;13.51008;100507;IT
1257022;Кальюб;30.17922;31.2056;100495;EG
1257055;Васко-да-Гама;15.39585;73.81568;100485;IN
1257060;Саката;38.91667;139.855;100446;JP
1257066;Конан;35.33165;136.87042;100389;JP
1257237;Зонгулдак;41.45139;31.79305;100229;TR
1257354;Трир;49.75565;6.63935;100129;DE
1257369;Темекула;33.49364;-117.14836;100097;US
1257402;Пунта Кана;18.58182;-68.40431;100023;DO
1255372;Мостар;43.34333;17.80806;104518;BA
1257431;Кандин;30.05127;101.96033;100000;CN
1257436;Аламар;23.15833;-82.27694;100000;CU
1257456;Яфо,Яффа;32.05043;34.75224;100000;IL
1257476;Суботица;46.1;19.66667;100000;RS
1257482;Одеса,Одесса;31.84568;-102.36764;99940;US
1257528;Сальто;-31.38333;-57.96667;99823;UY
1257539;Цуруока;38.72167;139.82167;99820;JP
1257540;Чантхабури;12.60961;102.10447;99819;TH
1257551;Дэвенпорт;41.52364;-90.57764;99685;US
1257587;Колумбия;39.24038;-76.83942;99615;US
1257588;Санта Мария;34.95303;-120.43572;99553;US
1257629;Дахран;26.30324;50.13528;99540;SA
1257638;Итабира;-19.61917;-43.22694;99496;BR
1257673;ГРУДЗЕНДЗ;53.48411;18.75366;99486;PL
1257698;Мессад;34.15429;3.50309;99485;DZ
1257751;Икеда;34.82208;135.4298;99476;JP
1257771;Ахмим;26.56217;31.74503;99446;EG
1257802;Кутиала;12.39173;-5.46421;99353;ML
1257804;Тандер Бей,Тандер-Бей;48.4001;-89.31683;99334;CA
1257806;Тик;-1.03326;37.06933;99322;KE
1257851;Бурао;9.52212;45.53363;99270;SO
1257854;Бам;29.106;58.357;99268;IR
1257855;Ричардсон;32.94818;-96.72972;99223;US
1257890;Сент-Джонс;47.56494;-52.70931;99182;CA
1257895;Риальто;34.1064;-117.37032;99171;US
1258044;Талара;-4.57722;-81.27194;99074;PE
1258099;Синчэн;40.61667;120.71667;98968;CN
1258111;Баг;-31.33139;-54.10694;98940;BR
1258128;Барика;35.38901;5.36584;98846;DZ
1258140;ЛАХТИ,Лахти;60.98267;25.66151;98826;FI
1258164;Цвикау,Цвиккау;50.72724;12.48839;98796;DE
1258182;Пассос;-20.71889;-46.60972;98752;BR
1258203;Тхимпху;27.46609;89.64191;98676;BT
1258229;Спринг-Хилл;28.47688;-82.52546;98621;US
1258247;Слупск;54.46405;17.02872;98608;PL
1258278;Еребро,Еребру;59.27412;15.2066;98573;SE
1258292;Бунди;25.43855;75.63735;98569;IN
1258294;Карденас;23.0375;-81.20472;98515;CU
1258295;Бриджтаун,Бриџтаун;13;-59.61667;98511;BB
1258307;Хаббуше;33.4075;35.48278;98433;LB
1258347;Сальто;-23.20083;-47.28694;98387;BR
1258352;Акбарабад;29.2464;52.7793;98342;IR
1258380;Эль-Катиф;26.5208;50.02452;98259;SA
1258474;Лилин;27.66667;113.5;98162;CN
1258526;ЛИДА,Лида,Ліда;53.88333;25.29972;98036;BY
1258553;Изерлон;51.37547;7.70281;97910;DE
1258637;Толедо;-24.71361;-53.74306;97845;BR
1258639;Ориньюс;-22.97889;-49.87056;97799;BR
1258677;Либерец;50.76711;15.05619;97770;CZ
1258686;Асан,Асан-си;36.78361;127.00417;97749;KR
1258692;Лас-Крусес;32.31232;-106.77834;97618;US
1258744;Рочдейл;53.61766;-2.1552;97550;GB
1258756;Арапонгас;-23.41944;-51.42444;97512;BR
1258786;Жереми;18.65;-74.11667;97503;HT
1258815;Таракан;3;117.63333;97478;ID
1258816;Ватерлоо;43.4668;-80.51639;97475;CA
1258864;Пьинмана,Рангун;19.7381;96.20742;97409;MM
1258869;Боулдер;40.01499;-105.27055;97385;US
1258928;Туркестан;43.33333;68.25;97360;KZ
1258930;Девентер;52.255;6.16389;97331;NL
1258952;Исэ;34.48333;136.7;97314;JP
1258967;Патая,Паттайя;12.93333;100.88333;97296;TH
1258993;Сан Матео;37.56299;-122.32553;97207;US
1259009;Камеока;35;135.58333;97181;JP
1259012;Търгу Жиу;45.05;23.28333;97179;RO
1259049;Магуэ;20.14956;94.93246;96954;MM
1259056;Ливония;42.36837;-83.35271;96942;US
1259060;Тайлер;32.35126;-95.30106;96900;US
1259064;Лоутон;34.60869;-98.39033;96867;US
1259108;Буниа;1.55941;30.25224;96764;CD
1257416;Тельде;27.99242;-15.41915;100015;ES
1259163;Болу;40.73583;31.60611;96629;TR
1259166;Мтвара;-10.26667;40.18333;96602;TZ
1259177;Арагуари;-18.64722;-48.18722;96565;BR
1259184;Явожно;50.20528;19.27498;96541;PL
1259190;Йенбай;21;104.86667;96540;VN
1259229;Комптон;33.89585;-118.22007;96455;US
1259231;Эстели;13.09185;-86.35384;96422;NI
1259283;Джейхан;37.02472;35.8175;96303;TR
1259312;Кофоридуа;6.09408;-0.25913;96266;GH
1259385;Муроран;42.31722;140.98806;96197;JP
1259388;Жерона,Херона;41.98311;2.82493;96188;ES
1259395;Гютерсло;51.90693;8.37854;96180;DE
1259411;Сен-Дени;48.93333;2.36667;96128;FR
1259425;Хост;33.33951;69.92041;96123;AF
1259460;Манавгат;36.78667;31.44306;96052;TR
1259503;Йола;9;12.48333;96006;NG
1259638;Лос-Баньос;14.1798;121.2234;95750;PH
1259686;Андрия;41.23063;16.29087;95653;IT
1259688;Цзиньша;32.08982;121.07355;95647;CN
1259693;Кловис;36.82523;-119.70292;95631;US
1259701;Хургада;27.25738;33.81291;95622;EG
1259735;"П'ячэнца,Пьяченца";45.04676;9.69937;95594;IT
1259756;Портсмут;36.83543;-76.29827;95535;US
1259784;Бумба;2.18771;22.46827;95520;CD
1259801;МИНГЕЧАУР,Мингечаур;40.76395;47.05953;95453;AZ
1259813;Сан Карлос де Барилоче;-41.14557;-71.30822;95394;AR
1259855;Боли;45.76667;130.51667;95260;CN
1259878;Катандзаро;38.89079;16.5987;95251;IT
1259879;Сяошань;30.16746;120.25883;95234;CN
1259890;Эньши;30;109.48333;95227;CN
1259896;Сантьяго-де-Компостела,Сантяго де Компостела;42.88052;-8.54569;95092;ES
1259905;Нью-Бедфорд;41.63622;-70.9342;95072;US
1259907;Делфт;52.00667;4.35556;95060;NL
1259916;Заху;37.14805;42.70355;95052;IQ
1259917;Акаба;29.52667;35.00778;95048;JO
1259931;Вилья-де-Альварес;19.25;-103.73333;95048;MX
1259939;Удине;46.06194;13.24222;95030;IT
1259954;Фредериксберг;55.67938;12.53463;95029;DK
1260003;Кешм;26.9581;56.2719;95000;IR
1260014;Бальцана,Болцано,Больцано,Боцен;46.49272;11.33358;94989;IT
1260035;Канума;36.55;139.73333;94903;JP
1260082;Алкмаар;52.63167;4.74861;94853;NL
1260107;Добрич;43.56667;27.83333;94831;BG
1260129;Учан;44.91428;127.15001;94786;CN
1260135;Лесковац;42.99806;21.94611;94758;RS
1260137;Прешов,Пряшев,Пряшів;48.99839;21.23393;94718;SK
1260206;Казеруна;29.61949;51.65415;94511;IR
1260210;Йонезава;37.91667;140.11667;94486;JP
1260274;Харлоу;51.77655;0.11158;94365;GB
1260290;Ахар;38.4774;47.0699;94348;IR
1260296;Кыршехир;39.14583;34.16389;94336;TR
1260406;Усти,Усти над Лабом;50.6607;14.03227;94105;CZ
1260417;Гвадалупе;22.75433;-102.5225;94089;MX
1260527;Китаками;39.28333;141.11667;93854;JP
1260671;Валера;9.31778;-70.60361;93756;VE
1260707;Комбольча;11.08155;39.74339;93605;ET
1260716;Яла;6.53995;101.28128;93558;TH
1260730;Раманагарам;12.72031;77.28176;93528;IN
1260734;Бехшехр;36.69235;53.55262;93500;IR
1260793;Дюрен;50.80434;6.49299;93440;DE
1260911;Бат;51.37795;-2.35907;93238;GB
1260940;Чанпин;40.21612;116.23471;93174;CN
1260954;Касерес;39.47649;-6.37224;93131;ES
1260959;Галле;6.0367;80.217;93118;LK
1261012;Хеерлен;50.88365;5.98154;93084;NL
1261045;Дарвин;-12.46113;130.84185;93080;AU
1261066;Юма;32.72532;-114.6244;93064;US
1261205;Бафра;41.56778;35.90694;92944;TR
1261234;Коронель;-37.03386;-73.14019;92940;CL
1259148;Луго;43.00992;-7.55602;96678;ES
1261369;Тувумба;-27.56056;151.95386;92800;AU
1261375;РИЗЕ;41.02083;40.52194;92772;TR
1261401;Зифта;30.7142;31.24425;92667;EG
1261481;Сеги;13.4317;-6.2157;92552;ML
1261512;Тулча;45.16667;28;92475;RO
1261529;Майдзуру;35.45;135.33333;92465;JP
1261539;Ратчабури;13.53671;99.81712;92448;TH
1261613;Кент;47.38093;-122.23484;92411;US
1261631;Венло;51.37;6.16806;92403;NL
1261639;Аль-Харриса;30.71861;47.72083;92395;IQ
1261641;Еслинген,Эслинген;48.73961;9.30473;92390;DE
1261696;Куинси;42.25288;-71.00227;92271;US
1261705;Дис;24.25612;72.17928;92224;IN
1261731;Эрегли;37.51333;34.04672;92117;TR
1261736;Кохима;25.67467;94.11099;92113;IN
1261748;Дельмас;-26.1466;28.68322;92046;ZA
1261754;Агръ;39.71944;43.05139;92022;TR
1261771;Даньцзянкоу;32.54278;111.50861;92008;CN
1261772;Дэви;26.06287;-80.2331;91992;US
1261835;Лорка;37.67119;-1.7017;91906;ES
1261871;КОНОТОП,Конотоп;51.24032;33.20263;91798;UA
1261882;Чжуншу;24.51667;103.76667;91750;CN
1261910;Тимофей;-19.5825;-42.64444;91722;BR
1261913;Карсон;33.83141;-118.28202;91714;US
1261927;Каламария;40.5825;22.95028;91617;GR
1261931;Хиллсборо;45.52289;-122.98983;91611;US
1261932;Ратинген;51.29724;6.84929;91606;DE
1261957;Ареццо;43.46139;11.87691;91589;IT
1261998;Лунцюань;24.67192;102.1613;91534;CN
1262034;Жунчэн;37.1566;122.43762;91517;CN
1262039;Леуварден;53.20139;5.80859;91424;NL
1262067;Ла Специја,Специя;44.11054;9.84339;91391;IT
1262073;Макон;32.84069;-83.6324;91351;US
1262089;Монс;50.45413;3.95229;91277;BE
1262115;Муриаэ;-21.13056;-42.36639;91173;BR
1262116;Дуюн;26.26667;107.51667;91136;CN
1262117;Пезаро;43.90357;12.89026;91086;IT
1262140;Пинду;36.78444;119.94639;91077;CN
1262151;Якима;46.60207;-120.5059;91067;US
1262187;Касама;-10.21289;31.18084;91056;ZM
1262200;Алигударз;33.40063;49.6949;91041;IR
1262204;Нигде;37.96583;34.67935;91039;TR
1262240;Чезена;44.1391;12.24315;90948;IT
1262302;Мейдстон;51.26667;0.51667;90894;GB
1262318;Мьичина;25.38641;97.39439;90894;MM
1262321;Чаук;20.89921;94.81784;90870;MM
1262332;Карагуататуба;-23.62028;-45.41306;90843;BR
1262338;Могок;22.91766;96.50982;90843;MM
1262374;Намъянджу,Намянджу;37.63667;127.21417;90798;KR
1262380;Драммен;59.74389;10.20449;90722;NO
1262395;Монтрей;48.86415;2.44322;90652;FR
1262426;Клагенфурт;46.62472;14.30528;90610;AT
1262444;Торре-дель-Греко;40.78392;14.3708;90607;IT
1262453;Бозе;23.89972;106.61333;90603;CN
1262482;Тахта;26.7693;31.50214;90591;EG
1262485;Тускалуса;33.20984;-87.56917;90468;US
1262562;Кослада;40.42378;-3.56129;90280;ES
1262566;Спаркс;39.53491;-119.75269;90264;US
1262626;Реконкиста;-29.15;-59.65;90184;AR
1262634;Бхандара;21.16667;79.65;90183;IN
1262669;Лимерик;52.66472;-8.62306;90054;IE
1262710;Лидо-ди-Остия,Лидо-ди-Рома;41.73212;12.27654;90000;IT
1262734;Форт-де-Франс;14.60892;-61.07334;89995;MQ
1262775;Франсистаун;-21.16995;27.50788;89979;BW
1262824;Омура;32.92139;129.95389;89918;JP
1262863;Пойнт-Педро;9.81667;80.23333;89810;LK
1262958;Авиньон,Авињон,Авіньйон;43.94834;4.80892;89769;FR
1262995;Санта Моника;34.01945;-118.49119;89736;US
1263012;Цуяма;35.05;134;89717;JP
1261288;Моа;20.65694;-74.94028;92852;CU
1263057;Бени;0.49113;29.47306;89648;CD
1263142;Бутаре;-2.59667;29.73944;89600;RW
1263230;Тартус;34.88902;35.88659;89457;SY
1263247;Фуцзинь;47.26;132.03222;89442;CN
1263255;Гренада;11.92988;-85.95602;89409;NI
1263285;Салам;24.17222;56.88861;89327;OM
1263306;Идзумо;35.36667;132.76667;89286;JP
1263311;Линкольн;53.22683;-0.53792;89228;GB
1263523;Хеде;33.76806;120.25167;89107;CN
1263528;Куопио;62.89238;27.67703;89104;FI
1263532;Гастингс,Хейстингс;50.85519;0.57292;89100;GB
1263564;Бриндизи;40.62773;17.93682;89081;IT
1263594;Пхукет;7.89059;98.3981;89072;TH
1263610;Марибор;46.55472;15.64667;89056;SI
1263622;Сокчхо;38.20833;128.59111;89047;KR
1263664;Нузайбин;37.0778;41.2178;88977;TR
1263678;Локсеумаве;5.1801;97.1507;88974;ID
1263780;Эрегли;41.28262;31.41806;88848;TR
1263824;Зарате;-34.09814;-59.02858;88781;AR
1263834;Пардубице;50.04075;15.77659;88741;CZ
1263852;Ванцине;43.32179;129.76342;88732;CN
1263862;Рафаэла;-31.25033;-61.4867;88713;AR
1263911;Монтеро;-17.33333;-63.25;88616;BO
1263968;Токумен;9.08333;-79.38333;88543;PA
1264007;Ивата;34.7;137.85;88509;JP
1264037;Търговище;44.92543;25.4567;88435;RO
1264071;Сан-Лоренсу-да-Мата;-8.00222;-35.01833;88416;BR
1264085;Нова-Лима;-19.98556;-43.84667;88399;BR
1264206;Сиенага;11.00703;-74.24765;88311;CO
1264292;Скадар,Шкодер,Шкодра;42.06828;19.51258;88245;AL
1264317;Деобанде;29.69291;77.67778;88171;IN
1264323;Осиек,Осијек;45.55111;18.69389;88140;HR
1264363;Рединг;40.33565;-75.92687;88082;US
1264433;Сент-Джон;45.27271;-66.06766;87857;CA
1264455;Балканабат,Небит-Даг;39.51075;54.36713;87822;TM
1264457;Чанаккале;40.14556;26.40639;87791;TR
1264489;Майами-Бич;25.79065;-80.13005;87779;US
1264524;Макени;8.88333;-12.05;87679;SL
1264543;Кадугли;11.01667;29.71667;87666;SD
1264551;Умань;48.74838;30.22184;87658;UA
1264555;Пергамино;-33.88995;-60.57357;87652;AR
1264570;Лоуренс;38.97167;-95.23525;87643;US
1264588;Гитараме;-2.07444;29.75667;87613;RW
1264592;Лудвигсбург,Людвигсбург;48.89731;9.19161;87603;DE
1264644;Рио-Ранчо;35.23338;-106.66447;87521;US
1264647;Баран;25;76.51667;87478;IN
1264688;Ассис;-22.66167;-50.41222;87471;BR
1264735;Цзыян;30.12108;104.64811;87400;CN
1264773;Кудугу;12.25263;-2.36272;87347;BF
1264793;Йеленя Гура;50.89973;15.72899;87310;PL
1264839;Шумен;43.27064;26.92286;87283;BG
1264912;Мишань;45.55;131.88333;87257;CN
1264976;Алегрети;-29.78306;-55.79194;87236;BR
1265014;Дарлингтон;54.52429;-1.55039;87204;GB
1265143;Порламар;10.95796;-63.84906;87120;VE
1265170;Харрогейт;53.99078;-1.5373;87024;GB
1265242;Уарас;-9.52779;-77.52778;86934;PE
1265400;Маргао;15.27501;73.95786;86818;IN
1265446;Аньер-сюр-Сен;48.91667;2.28333;86742;FR
1265504;Баттикалоа;0;81.6924;86742;LK
1265521;Нантер;48.89198;2.20675;86719;FR
1265555;Тумако;1.79861;-78.81556;86713;CO
1265579;Хартлпул;54.68611;-1.2125;86713;GB
1265632;Бедфорд;52.13459;-0.46632;86658;GB
1265660;Битола,Битоля,Битољ;41.03111;21.34028;86528;MK
1265767;Пули;23.96639;120.96952;86406;TW
1265773;Мбанза-Нгунгу;-5.25837;14.85838;86356;CD
1265811;Лас-Росас-де-Мадрид;40.49292;-3.87371;86340;ES
1263034;Пиза;43.71553;10.39659;89694;IT
1265859;Дулут;46.78327;-92.10658;86265;US
1265863;Ханно;35.85194;139.31806;86262;JP
1265905;Чико;39.72849;-121.83748;86187;US
1265911;Касивадзаки;37.36667;138.55;86183;JP
1265938;Ориуэла;38.08483;-0.94401;86164;ES
1266049;Нови Пазар,Нови пазар;43.13667;20.51222;85996;RS
1266051;Жилина;49.22315;18.73941;85985;SK
1266070;Чипата;-13.63333;32.65;85963;ZM
1266087;Поатие,Пуатье;46.58333;0.33333;85960;FR
1266116;Атликско;18.90815;-98.43613;85891;MX
1266128;Фленсбург;54.78431;9.43961;85838;DE
1266162;Хэлуне;42.53974;128.99722;85756;CN
1266216;Хайлин;44.58333;129.41667;85578;CN
1266267;Рио-Браво;25.98729;-98.09414;85481;MX
1266302;Алесандрия,Алессандрия,Алессандрія;44.91245;8.61894;85438;IT
1266305;ШОСТКА,Шостка;51.86296;33.4698;85432;UA
1266330;Версай,Версаль;48.8;2.13333;85416;FR
1266425;Карденас;17.99647;-93.37835;85350;MX
1266436;Итиютаба;-18.96889;-49.465;85345;BR
1266452;Аль-Мардж;32.48798;20.83174;85315;LY
1266475;Пэнлай;37.80822;120.75908;85279;CN
1266575;Ньютон;42.33704;-71.20922;85146;US
1266607;Лиепая,Ліепая;56.51667;21.01667;85132;LV
1266616;Балларат;-37.56622;143.84957;85109;AU
1266622;Ювяскюля;62.23333;25.73333;85026;FI
1266710;Гонаив;19.45;-72.68333;84961;HT
1266731;Плантация;26.13421;-80.23184;84955;US
1266746;Трентон;40.21705;-74.74294;84913;US
1266762;Нанаймо;49.16634;-123.93601;84905;CA
1266774;Баруни;25.47446;85.96681;84888;IN
1266809;Кретей,Кретеј;48.78333;2.46667;84833;FR
1266847;Котбус,Коттбус;51.75769;14.32888;84754;DE
1266862;Куаутитлан;19.67029;-99.17865;84737;MX
1266872;Эпе;6.58412;3.98336;84711;NG
1266960;Тласкала;19.31389;-98.24167;84670;MX
1266966;Акхисар;38.91852;27.84006;84659;TR
1266976;Стивенедж;51.90224;-0.20256;84651;GB
1267076;Саффолк;36.72821;-76.58356;84585;US
1267091;Гринвилл;35.61266;-77.36635;84554;US
1267115;Та-Си-чен;24.88373;121.29043;84549;TW
1267174;Волос;39.36667;22.94583;84425;GR
1267175;СТАХАНОВ,Стаханов;48.56818;38.64352;84425;UA
1267182;Данди;-28.16678;30.23371;84413;ZA
1267195;Чжоушань;30.01075;122.20465;84380;CN
1267336;Пистойя;43.92125;10.92361;84274;IT
1267360;Сонгкхла;7.19882;100.5951;84264;TH
1267361;Тринидад;-14.83333;-64.9;84259;BO
1267394;Аллен;33.10317;-96.67055;84246;US
1267433;Авилес;43.55473;-5.92483;84242;ES
1267457;Эль-Эхидо;36.77629;-2.81456;84227;ES
1267461;Курепипе;-20.31472;57.52028;84200;MU
1267480;Клифтон;40.85843;-74.16376;84136;US
1267558;Какэгава;34.76667;138.01667;84004;JP
1267648;Сантана;-0.05833;-51.18167;83927;BR
1267669;Цицерон;41.84559;-87.75394;83891;US
1267696;Готемба;35.3;138.93333;83794;JP
1267755;Вифлеем;-28.23078;28.30707;83654;ZA
1267758;Дерри;54.9981;-7.30934;83652;GB
1267786;Хилверсюм;52.22333;5.17639;83640;NL
1267819;Гисеньи;-1.70278;29.25639;83623;RW
1267862;Герцлия;32.16627;34.82536;83600;IL
1267869;Валенсия;7.90639;125.09417;83591;PH
1267887;Оканья;8.23773;-73.35604;83511;CO
1267904;Виды;6.36307;2.08506;83503;BJ
1267911;Тубинген,Тюбинген;48.52266;9.05222;83416;DE
1267939;Эшвиль;35.60095;-82.55402;83393;US
1268015;Марилао;14.75778;120.94833;83276;PH
1268032;Јенчепинг,Йёнчёпинг;57.78145;14.15618;83202;SE
1268111;Альгамбра;34.09529;-118.12701;83089;US
1265828;Олаваррия;-36.89272;-60.32254;86320;AR
1268246;Анцеранана;-12.2787;49.29171;82937;MG
1268276;Норчепинг;58.59419;16.1826;82903;SE
1268279;Амасья;40.65333;35.83306;82896;TR
1268293;Сандзе;37.61667;138.95;82893;JP
1268310;Минден;52.28953;8.91455;82879;DE
1268325;Монтего-Бей;18.47116;-77.91883;82867;JM
1268327;Дэвид;8.42729;-82.43085;82859;PA
1268341;Огден;41.223;-111.97383;82825;US
1268360;Якуиба;-22.03799;-63.67968;82803;BO
1268383;Пау;43.3;-0.36667;82697;FR
1268450;Рокетас-де-Мар;36.76419;-2.61475;82665;ES
1268469;Паленсия;42.01667;-4.53333;82651;ES
1268484;Галифакс;53.71667;-1.85;82624;GB
1268495;Чанцин;36.5575;116.72722;82598;CN
1268615;Муш;38.74525;41.50693;82536;TR
1268616;Сана;36.31667;139.58333;82535;JP
1268622;Як?н;38.41667;77.24056;82509;CN
