geonameid;name;asciiname;altnames;lat;long;fclass;fcode;ccode;cc2;acode1;acode2;acode3;acode4;pop;elev;gtopo;tz;mdate
827792;Atlashevo;Atlashevo;Atlashevo,Novoje Atlasjevo,Novoye Atlashevo,Атлашево;56.01235;47.55615;P;PPL;RU;;16;;;;3515;;72;Europe/Moscow;02.02.2012
478704;Urma;Urma;Urma,Урма;42.53894;47.28639;P;PPL;RU;;17;;;;3515;;1201;Europe/Moscow;17.01.2012
561148;Glubokiy;Glubokiy;Glubokij,Glubokiy,Глубокий;44.94673;41.01845;P;PPL;RU;;38;;;;3513;;240;Europe/Moscow;17.01.2012
1508589;Butka;Butka;Butka,Butki,Бутка;56.71788;63.78661;P;PPL;RU;;71;;;;3510;;115;Asia/Yekaterinburg;17.01.2012
466314;Yurovka;Yurovka;Jurovka,Pervomayskoye,Yur'yevka,Yurovka,Yur’yevka,Юровка;45.1147;37.41882;P;PPL;RU;;38;;;;3510;;84;Europe/Moscow;17.01.2012
2019429;Naushki;Naushki;NAUSHKI,Naushinski,Naushinskiy,Naushki,Nausjki,НАУШКИ,Наушки;50.38278;106.10556;P;PPL;RU;;11;;;;3510;;596;Asia/Irkutsk;17.01.2012
2014743;Tygda;Tygda;TYGDA,Tygda,ТЫГДА;53.11667;126.33333;P;PPL;RU;;5;;;;3510;;306;Asia/Yakutsk;17.01.2012
498035;Sazonovo;Sazonovo;Belyye Kresty,SAZONOVO,Sazonovo,САЗОНОВО,Сазоново;59.0919;35.2268;P;PPL;RU;;85;;;;3509;;136;Europe/Moscow;17.01.2012
526347;Mirnyy;Mirnyy;Mirnyj,Mirnyy,Мирный;58.49333;47.65389;P;PPL;RU;;33;;;;3508;;151;Europe/Volgograd;17.01.2012
517218;Novyy Buyan;Novyy Buyan;Nov. Bujan,Novy Buyan,Novyj Bujan,Novyy Buyan,Нов. Буян,Новый Буян;53.68611;50.0469;P;PPL;RU;;65;;;;3508;;101;Europe/Samara;17.01.2012
528380;Mayachnyy;Mayachnyy;MAJACHNYJ,Majachnyj,Majatsjnyj,Mayachnyy,МАЯЧНЫЙ,Маячный;52.6839;55.685;P;PPL;RU;;8;;;;3506;;308;Asia/Yekaterinburg;17.01.2012
524298;Murmino;Murmino;MURMINO,Murmino,МУРМИНО,Мурмино;54.6043;40.0549;P;PPL;RU;;62;;;;3506;;116;Europe/Moscow;17.01.2012
542125;Krasnoye;Krasnoye;Krasnoe,Krasnoje,Krasnoye,Красное;46.7373;39.5645;P;PPL;RU;;38;;;;3504;;73;Europe/Moscow;17.01.2012
562016;Gaptsakh;Gaptsakh;Gapcakh,Gaptsakh,Goptsikh,Гапцах;41.45174;47.93027;P;PPLQ;RU;;17;;;;3501;;1185;Europe/Moscow;17.01.2012
579000;Barsuki;Barsuki;BARSUKI,Barsuki,БАРСУКИ,Барсуки;54.26548;37.48746;P;PPL;RU;;76;;;;3500;;183;Europe/Moscow;17.01.2012
485516;Sviyazhsk;Sviyazhsk;Svijazhsk,Svijazjsk,Sviyazhsk,Свияжск;55.77329;48.66051;P;PPL;RU;;73;;;;3500;;79;Europe/Moscow;18.01.2009
553138;Kangly;Kangly;Kangly,Канглы;44.25444;43.03083;P;PPL;RU;;70;;;;3494;;312;Europe/Moscow;17.01.2012
2021017;Kysyl-Syr;Kysyl-Syr;Kysyl-Syr,Кысыл-Сыр;63.89861;122.76167;P;PPL;RU;;63;;;;3491;;101;Asia/Yakutsk;17.01.2012
485785;Sven’;Sven';Sven,Sven',Sven’,Свень;53.18222;34.55111;P;PPL;RU;;10;;;;3491;;182;Europe/Moscow;17.01.2012
489990;Sovetskoye;Sovetskoye;Mariental,Mariyental',Mariyental’,Pfannenstiel,SOVETSKOE,Sovetskoje,Sovetskoye,СОВЕТСКОЕ;51.44255;46.7424;P;PPL;RU;;67;;;;3490;;62;Europe/Volgograd;28.02.2012
576745;Bershet’;Bershet';Bershet',Bershet’,Bersjet,Бершеть;57.7309;56.3783;P;PPL;RU;;90;;;;3489;;189;Asia/Yekaterinburg;17.01.2012
486983;Stulovo;Stulovo;Nizhniye Kropachi,Stulovo,Стулово;58.7225;50.14389;P;PPL;RU;;33;;;;3488;;173;Europe/Volgograd;17.01.2012
2028164;Deputatskiy;Deputatskiy;DEPUTATSKIJ,Deputatskij,Deputatskiy,ДЕПУТАТСКИЙ,Депутатский;69.3;139.9;P;PPL;RU;;63;;;;3484;;515;Asia/Vladivostok;17.01.2012
509139;Planovskoye;Planovskoye;Planovskaya,Planovskoe,Planovskoje,Planovskoye,Плановское;43.39846;44.1949;P;PPL;RU;;22;;;;3482;;292;Europe/Moscow;17.01.2012
484127;Tatarskaya Kargala;Tatarskaya Kargala;Kagalinski,Kargala,Kargalinskiy,Tatarskaja Kargala,Tatarskaya Kargala,Каргала,Татарская Каргала;51.94952;55.17314;P;PPL;RU;;55;;;;3478;;105;Asia/Yekaterinburg;17.01.2012
1493155;Samagaltay;Samagaltay;Samagalday,Samagaltaj,Samagaltay,Samgaltay,Самагалтай;50.6022;95.0047;P;PPL;RU;;79;;;;3477;;1252;Asia/Krasnoyarsk;17.01.2012
557842;Gusevskiy;Gusevskiy;GUSEVSKIJ,Gusevskij,Gusevskiy,ГУСЕВСКИЙ,Гусевский;55.66199;40.56267;P;PPL;RU;;83;;;;3473;;140;Europe/Moscow;17.01.2012
479523;Uglovka;Uglovka;UGLOVKA,Uglovka,УГЛОВКА;58.23917;33.51083;P;PPL;RU;;52;;;;3472;;193;Europe/Moscow;17.01.2012
1539142;Novyye Zori;Novyye Zori;Novye Zori,NovyeZori,Novyye Zori,Новые Зори,НовыеЗори;53.24778;83.425;P;PPL;RU;;4;;;;3469;;197;Asia/Omsk;07.05.2012
472777;Volga;Volga;VOLGA,Volga,ВОЛГА,Волга;57.95157;38.38785;P;PPL;RU;;88;;;;3469;;123;Europe/Moscow;17.01.2012
1508802;Brodokalmak;Brodokalmak;Brodokalmak,Brodokamlak,Бродокалмак;55.5748;62.082;P;PPL;RU;;13;;;;3466;;149;Asia/Yekaterinburg;17.01.2012
543939;Kostino;Kostino;Kostino,Костино;58.90966;53.26907;P;PPL;RU;;33;;;;3466;;197;Europe/Volgograd;17.01.2012
491538;Snegiri;Snegiri;SNEGIRI,Snegiri,Snigiri,СНЕГИРИ,Снегири;55.88868;37.02421;P;PPL;RU;;47;;;;3465;;216;Europe/Moscow;17.01.2012
477682;Utsmiyurt;Utsmiyurt;Ucmijurt,Utsmijurt,Utsmiyurt,Utsmu-Yurt,Уцмиюрт;43.53481;46.46952;P;PPL;RU;;17;;;;3464;;8;Europe/Moscow;17.01.2012
509649;Pichayevo;Pichayevo;Pichaevo,Pichayevo,Pichayevo Pervoye,Pitsjajevo,Пичаево;53.23627;42.20323;P;PPL;RU;;72;;;;3463;;139;Europe/Moscow;17.01.2012
2121025;Srednekolymsk;Srednekolymsk;SREDNEKOLYMSK,Srednekolymsk,СРЕДНЕКОЛЫМСК,Среднеколымск;67.45;153.68333;P;PPL;RU;;63;;;;3459;;17;Asia/Magadan;17.01.2012
2121373;Seymchan;Seymchan;SEJMCHAN,Seimchan,Sejmchan,Sejmtsjan,Semchan,Seymchan,СЕЙМЧАН,Сеймчан;62.88333;152.43333;P;PPL;RU;;44;;;;3455;;191;Asia/Magadan;17.01.2012
1491719;Sladkovo;Sladkovo;Sladkovo,Sladkovskoye,Сладково;55.52835;70.33854;P;PPL;RU;;78;;;;3455;;133;Asia/Yekaterinburg;17.01.2012
527300;Mezhdurechensk;Mezhdurechensk;MEZHDURECHENSK,Mezhdurechensk,Mezjduretsjensk,МЕЖДУРЕЧЕНСК,Междуреченск;53.2665;49.1116;P;PPL;RU;;65;;;;3454;;79;Europe/Samara;17.01.2012
1493783;Rassvet;Rassvet;RASSVET,Rassvet,Spasovka,РАССВЕТ,Рассвет;56.999;91.4724;P;PPL;RU;;91;;;;3454;;196;Asia/Krasnoyarsk;04.08.2012
485153;Syrskoye;Syrskoye;SYRSKIJ,Sirskaya,Surskoe,Syrskaya,Syrskoe,Syrskoye,СЫРСКИЙ,Сурское,Сырское;52.57436;39.4966;P;PPL;RU;;43;;;;3454;;177;Europe/Moscow;17.01.2012
1510514;Belogorsk;Belogorsk;BELOGORSK,Belogorsk,Kiya-Shaltyr',Kiya-Shaltyr’,БЕЛОГОРСК,Белогорск;55.01778;88.48972;P;PPL;RU;;29;;;;3452;;703;Asia/Novokuznetsk;17.01.2012
535505;Levikha;Levikha;LEVIKHA,Levikha,ЛЕВИХА,Левиха;57.58361;59.90028;P;PPL;RU;;71;;;;3452;;292;Asia/Yekaterinburg;17.01.2012
2013279;Vostok;Vostok;VOSTOK,Vostok,Vostok Vtoroy,ВОСТОК,Восток;46.4524;135.8282;P;PPL;RU;;59;;;;3452;;427;Asia/Vladivostok;28.02.2012
1498365;Moskovskiy;Moskovskiy;Moskovskij,Moskovskiy,Московский;57.11108;65.42298;P;PPL;RU;;78;;;;3450;;101;Asia/Yekaterinburg;17.01.2012
525988;Mshinskaya;Mshinskaya;Mshinskaja,Мшинская;59.015;29.94333;P;PPL;RU;;42;;;;3450;;79;Europe/Moscow;21.01.2010
498295;Savinka;Savinka;Savinka,Савинка;50.07848;47.09936;P;PPL;RU;;84;;;;3449;;35;Europe/Volgograd;17.01.2012
568615;Chernukha;Chernukha;Chernukha,Tsjernukha,Чернуха;55.59739;43.7556;P;PPL;RU;;51;;;;3448;;125;Europe/Moscow;17.01.2012
1501118;Kuzedeyevo;Kuzedeyevo;KUZEDEEVO,Kuzedeevo,Kuzedejevo,Kuzedeyevo,Kuzedeyevskoye,КУЗЕДЕЕВО,Кузедеево;53.3308;87.2019;P;PPL;RU;;29;;;;3448;;232;Asia/Novokuznetsk;17.01.2012
493600;Shudayag;Shudayag;SANGORODOK,Sangorodok,Shudajag,Shudayag,САНГОРОДОК,Шудаяг;63.52665;53.60582;P;PPL;RU;;34;;;;3446;;108;Europe/Moscow;17.01.2012
519016;Novobessergenovka;Novobessergenovka;Novobessergenevka,Novobessergenovka,Новобессергеневка,Новобессергеновка;47.18465;38.84625;P;PPL;RU;;61;;;;3445;;10;Europe/Moscow;17.01.2012
503248;Raditsa-Krylovka;Raditsa-Krylovka;Krylovka,Radica-Krylovka,Raditsa-Krylovka,Samara Raditsa,Радица-Крыловка;53.31712;34.35742;P;PPL;RU;;10;;;;3443;;148;Europe/Moscow;01.02.2012
565979;Dmitriyevskoye;Dmitriyevskoye;Dmitrievskaja,Dmitrievskoe,Dmitriyevskaya,Dmitriyevskoye,Novo-Dimitrievskoe,Дмитриевская,Дмитриевское;45.80529;41.89667;P;PPL;RU;;70;;;;3442;;81;Europe/Moscow;17.01.2012
560849;Gagatli;Gagatli;Gagatl',Gagatli,Gagatl’,Gogatl',Gogatl’,Гагатли;42.8013;46.29162;P;PPL;RU;;17;;;;3442;;1748;Europe/Moscow;17.01.2012
553878;Kama;Kama;Butysh,KAMA,Kama,КАМА,Кама;56.30512;54.09362;P;PPL;RU;;80;;;;3439;;74;Europe/Samara;17.01.2012
569144;Cherkizovo;Cherkizovo;Cherkizovo,Tekstil'shchiki,Tekstil’shchiki,Tsjerkizovo,Черкизово;55.97583;37.7875;P;PPL;RU;;47;;;;3439;;157;Europe/Moscow;17.01.2012
2012646;Zarubino;Zarubino;ZARUBINO,Zarubino,ЗАРУБИНО;42.63;131.09222;P;PPL;RU;;59;;;;3438;;85;Asia/Vladivostok;17.01.2012
482742;Tishchenskoye;Tishchenskoye;Gishchenskoye,Tishchenskoye,Tishhenskoe,Tisjtsjenskoje,Тищенское;45.46056;41.67382;P;PPL;RU;;70;;;;3437;;111;Europe/Moscow;17.01.2012
506232;Porosozero;Porosozero;Akan'yarvi,Akan”yarvi,POROSOZERO,Porajarvi,Porajrvi,Porosozero,ПОРОСОЗЕРО,Поросозеро;62.71912;32.72703;P;PPL;RU;;28;;;;3436;;202;Europe/Moscow;17.01.2012
2015646;Taldan;Taldan;Darudan,TALDAN,Taldak,Taldan,ТАЛДАН;53.66667;124.8;P;PPL;RU;;5;;;;3436;;454;Asia/Yakutsk;17.01.2012
528685;Sel’skokhozyaystvennoye Predpriyatiye Maslovskiy;Sel'skokhozyaystvennoye Predpriyatiye Maslovskiy;Maslovskij,Maslovskiy,Otdeleniye Nomer Odin Sovkhoza Maslovskiy,Sel'skokhozjajstvennoe Predprijatie Maslovskij,Sel'skokhozyaystvennoye Predpriyatiye Maslovskiy,Sel’skokhozyaystvennoye Predpriyatiye Maslovskiy,Масловский,Сельскохозяйственное Предприятие Масловский;51.53827;39.34009;S;FRM;RU;;86;;;;3436;;134;Europe/Moscow;01.02.2012
502345;Rechitsy;Rechitsy;Rechicy,Rechitsy,Retsjitsy,Речицы;55.59754;38.47134;P;PPL;RU;;47;;;;3436;;138;Europe/Moscow;17.01.2012
569170;Cherkasskoye;Cherkasskoye;CHERKASSKOE,Cherkaskoye,Cherkasskoe,Cherkasskoye,Cherkasy,Tsjerkasskoje,ЧЕРКАССКОЕ,Черкасское;52.42895;47.21048;P;PPL;RU;;67;;;;3434;;102;Europe/Volgograd;28.02.2012
1502013;Krasnoye;Krasnoye;Krasnoe,Krasnoje,Krasnoye,Красное;54.6068;85.3899;P;PPL;RU;;29;;;;3426;;204;Asia/Novokuznetsk;17.01.2012
492596;Siukh;Siukh;Siukh,Сиух;42.5999;46.54462;P;PPL;RU;;17;;;;3425;;1901;Europe/Moscow;17.01.2012
580431;Ateptsevo;Ateptsevo;Ageptsevo,Atepcevo,Ateptsevo,Ateptsovo,Атепцево;55.32364;36.75002;P;PPL;RU;;47;;;;3424;;159;Europe/Moscow;17.01.2012
578140;Belaya Rechka;Belaya Rechka;BELAJA RECHKA,Belaja Retsjka,Belaya Rechka,БЕЛАЯ РЕЧКА;43.43806;43.535;P;PPL;RU;;22;;;;3424;;715;Europe/Moscow;17.01.2012
537935;Kuzhenkino;Kuzhenkino;Kuzhenkino,Куженкино;57.76111;33.95083;P;PPL;RU;;77;;;;3424;;194;Europe/Moscow;17.01.2012
554269;Kalinin;Kalinin;Kalinin,Калинин;47.24678;39.51088;P;PPL;RU;;61;;;;3423;;37;Europe/Moscow;17.01.2012
556779;Gereykhanovskoye;Gereykhanovskoye;Gerejkhanovskij,Gerejkhanovskoe,Gereykhanova,Gereykhanovskiy,Gereykhanovskoye,Imeni Geredkhanova,Sovkhoz Imeni Gereykhanova,Герейхановский,Герейхановское;41.7011;48.28113;P;PPL;RU;;17;;;;3418;;312;Europe/Moscow;17.01.2012
2016757;Shelopugino;Shelopugino;Shelapugino,Shelopugino,Shelopushno,Sjelopugino,Шелопугино;51.6514;117.5599;P;PPL;RU;;93;;;;3416;;689;Asia/Yakutsk;17.01.2012
2017409;Romny;Romny;Romny,Ромны;50.72498;129.28938;P;PPL;RU;;5;;;;3413;;221;Asia/Yakutsk;17.01.2012
566000;Dmitriyevskaya;Dmitriyevskaya;Dmitrievskaja,Dmitrijevskaja,Dmitriyevskaya,Дмитриевская;45.65639;40.76528;P;PPL;RU;;38;;;;3412;;70;Europe/Moscow;17.01.2012
469151;Yandyki;Yandyki;Jandyki,Yandyki,Яндыки;45.76913;47.12577;P;PPL;RU;;7;;;;3411;;235;Europe/Volgograd;17.01.2012
2023929;Gornorechenskiy;Gornorechenskiy;GORNORECHENSKIJ,Gornorechenskij,Gornorechenskiy,Gornoretsjenskij,ГОРНОРЕЧЕНСКИЙ,Горнореченский;44.2624;135.1133;P;PPL;RU;;59;;;;3409;;179;Asia/Vladivostok;17.01.2012
563481;Emmaus;Emmaus;Ehmmaus,Ehmmauss,Emmaus,Emmauss,Poselok Emmaus,Poslok Emmaus,Эммаус,Эммаусс;56.78055;36.115;P;PPL;RU;;77;;;;3404;;143;Europe/Moscow;17.01.2012
824094;Ferma;Ferma;Ferma,Ферма;57.9016;56.3064;P;PPL;RU;;90;;;;3402;;109;Asia/Yekaterinburg;19.01.2012
559073;Grakhovo;Grakhovo;Grakhovo,Грахово;56.05017;51.96758;P;PPL;RU;;80;;;;3400;;124;Europe/Samara;17.01.2012
1488258;Ust’-Bagaryak;Ust'-Bagaryak;Nizhnyaya,Ust'-Bagarjak,Ust'-Bagaryak,Ust-Bagarjak,Ust’-Bagaryak,Усть-Багаряк;56.13278;61.84722;P;PPL;RU;;13;;;;3400;;130;Asia/Yekaterinburg;17.01.2012
584401;Abramovka;Abramovka;Abramovka,Abramowka,Абрамовка;51.1886;41.0202;P;PPL;RU;;86;;;;3396;;154;Europe/Moscow;17.01.2012
506680;Ponezhukay;Ponezhukay;Ponezhukaj,Ponezhukay,Ponezjukaj,Понежукай;44.88761;39.38551;P;PPL;RU;;1;;;;3390;;39;Europe/Moscow;17.01.2012
564745;Dubki;Dubki;Dubki,Дубки;57.3;40.25;P;PPL;RU;;88;;;;3385;;141;Europe/Moscow;17.01.2012
539885;Kudinovo;Kudinovo;Kudinovo,Кудиново;54.99939;36.25331;P;PPL;RU;;25;;;;3381;;191;Europe/Moscow;17.01.2012
2018207;Oyk;Oyek;Oek,Ojek,Ojok,Oyek,Oyk,Оек,Оёк;52.58611;104.45556;P;PPL;RU;;20;;;;3380;;463;Asia/Irkutsk;17.01.2012
869346;Uchkent;Uchkent;Uchkent,Utsjkent,Учкент;43.11427;47.08255;P;PPL;RU;;17;;;;3380;;123;Europe/Moscow;20.01.2012
524602;Mugi;Mugi;Mugi,Муги;42.29944;47.42077;P;PPL;RU;;17;;;;3377;;1515;Europe/Moscow;17.01.2012
523269;Natyrbovo;Natyrbovo;Natyrbovo,Натырбово;44.73;40.62639;P;PPL;RU;;1;;;;3377;;220;Europe/Moscow;17.01.2012
1492827;Novoseleznvo;Novoseleznevo;Novoseleznevo,Novoseleznjovo,Novoseleznvo,Selezneva,Seleznevo,Seleznva,Seleznvo,Новоселезнево,Новоселезнёво;55.68207;69.20562;P;PPL;RU;;78;;;;3377;;88;Asia/Yekaterinburg;17.01.2012
479021;Undory;Undory;Bol'shiye Undory,Bol’shiye Undory,Undory,Ундоры;54.60849;48.39276;P;PPL;RU;;81;;;;3376;;129;Europe/Moscow;17.01.2012
469512;Yaksatovo;Yaksatovo;Jaksatovo,Yaksatovo,Яксатово;46.24342;48.01514;P;PPL;RU;;7;;;;3376;;235;Europe/Volgograd;17.01.2012
1511997;Aktash;Aktash;AKTASH,Aktash,АКТАШ,Акташ;50.3;87.73333;P;PPL;RU;;3;;;;3374;;2157;Asia/Omsk;17.01.2012
543246;Kozhva;Kozhva;KOZHVA,Koshwa,Kozhva,Kozjva,Ust'-Kozhva,Ust’-Kozhva,КОЖВА,Кожва;65.10727;57.0459;P;PPL;RU;;34;;;;3374;;67;Europe/Moscow;17.01.2012
489671;Spitsevka;Spitsevka;Spicevka,Spitsevka,Spitsevskoye,Спицевка;45.12306;42.5125;P;PPL;RU;;70;;;;3374;;249;Europe/Moscow;17.01.2012
2026023;Bukachacha;Bukachacha;BUKACHACHA,Bukachacha,Bukatsjatsja,БУКАЧАЧА,Букачача;52.98333;116.91667;P;PPL;RU;;93;;;;3372;;675;Asia/Yakutsk;17.01.2012
1508427;Charyshskoye;Charyshskoye;Charishskaya,Charyshskoe,Charyshskoye,Tsjarysjskoje,Чарышское;51.3978;83.5598;P;PPL;RU;;4;;;;3371;;425;Asia/Omsk;17.01.2012
516730;Nuradilovo;Nuradilovo;Daud-Otar,Daut,Nuradilovo,Нурадилово;43.28447;46.45763;P;PPL;RU;;17;;;;3371;;92;Europe/Moscow;17.01.2012
477466;Uzunovo;Uzunovo;Uzunovo,Узуново;54.53858;38.61734;P;PPL;RU;;47;;;;3371;;152;Europe/Moscow;17.01.2012
2021644;Kraskino;Kraskino;KRASKINO,Kraskino,Novo'kievsk,Novo-Kievsku,Novo-Kiyevskoye,Novokivsk,Novokiyevsk,Novo’kievsk,КРАСКИНО,Краскино;42.7113;130.7812;P;PPL;RU;;59;;;;3369;;19;Asia/Vladivostok;28.02.2012
538994;Kurakh;Kurakh;Kurakh,Курах;41.58491;47.78306;P;PPL;RU;;17;;;;3364;;1347;Europe/Moscow;17.01.2012
1490054;Tashara;Tashara;Tashara,Tasjara,Ташара;55.5195;83.5094;P;PPL;RU;;53;;;;3364;;124;Asia/Novosibirsk;17.01.2012
509401;Pirogovo;Pirogovo;Pirogovo,Пирогово;56.77959;53.14954;P;PPL;RU;;80;;;;3363;;98;Europe/Samara;17.01.2012
482390;Tolmachevo;Tolmachevo;TOLMACHEVO,Tolmachevo,Tolmatsjevo,ТОЛМАЧЕВО;58.85973;29.91091;P;PPL;RU;;42;;;;3361;;62;Europe/Moscow;17.01.2012
797725;Kara-Tyube;Kara-Tyube;Kara-Tjube,Kara-Tyube,Кара-Тюбе;44.63361;45.43694;P;PPL;RU;;70;;;;3359;;24;Europe/Moscow;19.01.2012
580182;Aykino;Aykino;Ajkino,Aykino,Айкино;62.22481;49.99222;P;PPL;RU;;34;;;;3358;;72;Europe/Moscow;17.01.2012
554297;Kalikino;Kalikino;Kadikino,Kalikino,Каликино;52.9493;39.8269;P;PPL;RU;;43;;;;3352;;108;Europe/Moscow;17.01.2012
539389;Kulotino;Kulotino;KULOTINO,Kulotino,КУЛОТИНО;58.45;33.38333;P;PPL;RU;;52;;;;3352;;104;Europe/Moscow;17.01.2012
478920;Upornaya;Upornaya;Upornaja,Upornaya,Упорная;44.3914;41.0196;P;PPL;RU;;38;;;;3350;;475;Europe/Moscow;17.01.2012
512063;Pavlovo;Pavlovo;PAVLOVO,Pavlovo,ПАВЛОВО,Павлово;59.80861;30.89667;P;PPL;RU;;42;;;;3348;;17;Europe/Moscow;17.01.2012
527751;Melikhovskaya;Melikhovskaya;Melekhovskaya,Melikhovskaja,Melikhovskaya,Мелиховская;47.48106;40.48669;P;PPL;RU;;61;;;;3346;;12;Europe/Moscow;17.01.2012
543171;Kozlovka;Kozlovka;Kozlovka,Козловка;50.86222;40.45556;P;PPL;RU;;86;;;;3343;;164;Europe/Moscow;17.01.2012
583811;Akhtanizovskaya;Akhtanizovskaya;Achtanisowskaja,Akhtanizovskaja,Akhtanizovskaya,Ахтанизовская;45.32128;37.10071;P;PPL;RU;;38;;;;3342;;4;Europe/Moscow;17.01.2012
1510960;Balgazyn;Balgazyn;Balgazik,Balgazin,Balgazun,Balgazyn,Балгазын;51;95.2;P;PPL;RU;;79;;;;3342;;875;Asia/Krasnoyarsk;17.01.2012
488466;Staroye Drozhzhanoye;Staroye Drozhzhanoye;Drozhzhannoye,Drozhzhanovo,Drozhzhanoye,Staroe Drozhzhanoe,Staroje Drozjzjanoje,Staroye Drozhzhanoye,Старое Дрожжаное;54.72658;47.56766;P;PPL;RU;;73;;;;3338;;178;Europe/Moscow;17.01.2012
473611;Vilya;Vilya;VILJA,Vilja,Vilya,ВИЛЯ,Виля;55.24556;42.20889;P;PPL;RU;;51;;;;3338;;116;Europe/Moscow;28.02.2012
578283;Bekhteyevka;Bekhteyevka;Bekhteevka,Bekhtejevka,Bekhteyevka,Бехтеевка;50.80721;37.20853;P;PPL;RU;;9;;;;3332;;138;Europe/Moscow;17.01.2012
469049;Yantikovo;Yantikovo;Jantikovo,Yantikovo,Янтиково;55.82158;47.91036;P;PPL;RU;;16;;;;3331;;97;Europe/Moscow;17.01.2012
483699;Temiraul;Temiraul;Temir-Aul,Temiraul,Темир-Аул,Темираул;43.25322;46.8254;P;PPL;RU;;17;;;;3331;;27;Europe/Moscow;17.01.2012
563744;Dyshne-Vedeno;Dyshne-Vedeno;Akhnoda,Aknada,Aknady,Dishni Vedeno,Dishni-Vedana,Disne Vedeno,Disni-Vedana,Disni-Vedeno,Disnini Vedana,Dini-Vedana,Dini-Vedeno,Dinini Vedana,Dine Vedeno,Dyshne-Vedeno,Dyshni-Vedeno,Dyshny-Vedeno,Dysjne-Vedeno,Dysni-Vedeno,Dyni-Vedeno,Акнада,Дишни Ведено,Дишни-Ведана,Дышне-Ведено,Дышни-Ведено;42.96434;46.11578;P;PPL;RU;;12;;;;3330;;767;Europe/Moscow;17.01.2012
1492637;Severka;Severka;SEVERKA,Severka,СЕВЕРКА,Северка;56.8688;60.3015;P;PPL;RU;;71;;;;3325;;274;Asia/Yekaterinburg;17.01.2012
505129;Priupskiy;Priupskiy;Priupskij,Priupskiy,Приупский;53.9096;37.736;P;PPL;RU;;76;;;;3324;;249;Europe/Moscow;17.01.2012
583683;Aksarayskiy;Aksarayskiy;Aksarajskij,Aksarayskiy,Аксарайский;46.79244;48.01188;P;PPL;RU;;7;;;;3323;;236;Europe/Volgograd;17.01.2012
512027;Pavlovskiy;Pavlovskiy;PAVLOVSKIJ,Pavlovskij,Pavlovskiy,ПАВЛОВСКИЙ,Павловский;57.8424;54.84357;P;PPL;RU;;90;;;;3323;;118;Asia/Yekaterinburg;17.01.2012
840987;Yuzhnyy;Yuzhnyy;;44.72111;39.87918;P;PPL;RU;;38;;;;3320;;139;Europe/Moscow;06.06.2011
2025460;Chernyshvka;Chernyshevka;Chernyshevka,Chernyshjovka,Chernyshvka,Tsjernysjevka,Чернышевка,Чернышёвка;44.1953;133.1248;P;PPL;RU;;59;;;;3319;;149;Asia/Vladivostok;05.04.2012
570770;Burmakino;Burmakino;Burmakino,Burmikino,Бурмакино;57.41664;40.23688;P;PPL;RU;;88;;;;3318;;130;Europe/Moscow;17.01.2012
467850;Yelizavetinskoye;Yelizavetinskoye;Elizavetinskoe,Jelizavetinskoje,Yelizavetinskoye,Елизаветинское;45.00722;43.34944;P;PPL;RU;;70;;;;3316;;205;Europe/Moscow;17.01.2012
581623;Annino;Annino;Annino,Аннино;59.77056;30.05611;P;PPL;RU;;42;;;;3315;;46;Europe/Moscow;17.01.2012
1498589;Mochishche;Mochishche;Mochishche,Mochishhe,Motsjisjtsje,Мочище;55.1586;83.1229;P;PPL;RU;;53;;;;3314;;226;Asia/Novosibirsk;17.01.2012
562086;Galyugayevskaya;Galyugayevskaya;Galjugaevskaja,Galjugajevskaja,Galjugajewskaja,Galyugayevskaya,Galyugayevskiy,Галюгаевская;43.69694;44.93444;P;PPL;RU;;70;;;;3313;;116;Europe/Moscow;17.01.2012
529376;Marfino;Marfino;Marfino,Марфино;46.40852;48.71398;P;PPL;RU;;7;;;;3312;;233;Europe/Volgograd;17.01.2012
495515;Shaturtorf;Shaturtorf;Poselok Tsentral'nyy,Poslok Tsentral’nyy,SHATURTORF,Shaturtorf,Sjaturtorf,Tsentral'ny,Tsentral’ny,ШАТУРТОРФ,Шатурторф;55.56711;39.42129;P;PPL;RU;;47;;;;3312;;137;Europe/Moscow;17.01.2012
556967;Ilovka;Ilovka;Ilovka,Ilovskoye,Иловка;50.7053;38.637;P;PPL;RU;;9;;;;3308;;191;Europe/Moscow;17.01.2012
1496976;Novolugovoye;Novolugovoye;Novaya Lugovaya,Novolugovoe,Novolugovoje,Novolugovoye,Novolugovskoye,Новолуговое;54.9792;83.1138;P;PPL;RU;;53;;;;3308;;111;Asia/Novosibirsk;17.01.2012
465934;Zabolotovka;Zabolotovka;Zabolotovka,Заболотовка;50.27368;39.3147;P;PPL;RU;;86;;;;3308;;88;Europe/Moscow;17.01.2012
2124187;Krasnogorsk;Krasnogorsk;Chinnai,Chinnay,KRASNOGORSK,Krasnogorsk,Tinnay,Uzunai,КРАСНОГОРСК,Красногорск;48.4;142.1;P;PPL;RU;;64;;;;3304;;4;Asia/Sakhalin;17.01.2012
582817;Alekseyevskaya;Alekseyevskaya;Alekseevskaja,Aleksejevskaja,Alekseyevskaya,Алексеевская;45.77167;40.15528;P;PPL;RU;;38;;;;3303;;51;Europe/Moscow;17.01.2012
