geonameid;name;latitude;longitude;fclass;acode;population
2026544;БОХАН,Бохан;53.153;103.7714;P;20;5387
568790;Чернолесское;44.71556;43.71333;P;70;5386
558385;Грушевое,Мартан-Чу;43.06366;45.56217;P;12;5385
2025917;БУРЕЯ,Бурея;49.8133;129.8131;P;5;5383
1492607;Северное;56.34912;78.36189;P;53;5373
552500;Каргалинская,Каргалински,Каргинская,Карпалинская;43.74381;46.47821;P;12;5371
489997;КАШХАТАУ,Кашхатау;43.31848;43.60804;P;22;5367
518907;Новоджерелиевская;45.77373;38.67227;P;38;5365
1484923;Зыково;55.9533;93.1507;P;91;5365
547677;КЛЕТСКИЙ,Клетская;49.31455;43.05844;P;84;5362
560674;Головчино;50.5341;35.797;P;9;5356
466538;Юмагузино;52.90412;56.39329;P;8;5353
1494949;ПИОНЕРСКИЙ,Пионерский;61.19472;62.86889;P;32;5348
510842;Первомайское;43.93847;42.476;P;27;5345
578467;Базарные Матаки,Базарные-Матаки;54.88333;49.93333;P;73;5339
485304;СЯВА,Сява;58.01457;46.32216;P;51;5339
1510131;Бея;53.05333;90.91389;P;31;5338
517303;Новозаведенное;44.26278;43.63806;P;70;5336
508390;Подгорная;44.20306;43.42972;P;70;5336
2021031;КЫРЕН,Кырен;51.6828;102.1408;P;11;5334
509850;Петровское;57.01039;39.26928;P;88;5324
536035;ЛЕНИНСКОЕ,Ленинское;58.31637;47.08856;P;33;5323
1501887;КРАСНЫЙ ЯР,Красный Яр;55.24242;72.92635;P;54;5322
495969;Конёв,Макане-КІотар,Подгорное,Шалажа,Шалажи;43.09476;45.35898;P;12;5319
582123;Анди;42.7836;46.26171;P;17;5318
563601;Джубга;44.3211;38.7073;P;38;5314
554554;КАДНИКОВ,Кадников;59.50218;40.33803;P;85;5312
1511135;Азово;54.69972;73.02367;P;54;5311
866057;МОЛОЧНЫЙ,Молочный;68.85389;33.02046;P;49;5308
478297;УСОГОРСК;63.41064;48.68722;P;34;5308
1499042;Мелиораторов;57.21065;65.60774;P;78;5306
500400;Русский Камешкир;52.85955;46.08861;P;57;5305
461705;КРАСНОЛЕСНЫЙ,Краснолесный;51.88072;39.58772;P;86;5305
563344;ФАЛЕНКИ,Фалёнки;58.36127;51.59461;P;33;5303
556463;ИМ.ВОРОВСКОГО,Имени Воровского,имени Воровского;55.7319;38.32368;P;47;5303
1488465;Упорово;56.31093;66.26926;P;78;5299
489655;Спокойная;44.2468;41.4015;P;38;5291
1499158;МАЙНА,Майна;53.00639;91.48361;P;31;5287
533975;Лотошино;56.23489;35.64273;P;47;5286
499778;РЖАНИЦА,Ржаница;53.42844;33.92297;P;10;5281
2026160;Борогонцы;62.66833;131.16833;P;63;5280
499040;САМБЕК,Самбек;47.74306;39.83083;P;61;5278
2012532;ЖИГАЛОВО;54.80972;105.15778;P;20;5272
468044;Елань-Колено;51.1523;41.2306;P;86;5270
515098;Орда;57.19509;56.90908;P;90;5270
494531;Шигоны;53.3875;48.6777;P;65;5268
580676;Асекеево;53.57425;52.79724;P;55;5267
6730265;Оболенск;54.97741;37.22449;P;47;5264
462413;ЗЛЫНКА,Злынка;52.4267;31.7378;P;10;5260
536219;Ленина;46.06667;39.78333;P;38;5259
515582;Ольгинская;47.18794;39.94925;P;61;5255
503878;Пустошка;56.33547;29.36901;P;60;5253
540769;КРОПАЧЕВО,Кропачёво;55.0112;57.9896;P;13;5252
1485284;ЗЕЛЕНОГОРСКИЙ;55.03333;87;P;29;5249
492112;СЛАВСК,Славск;55.0425;21.67704;P;23;5248
520769;Нижние Ачалуки;43.4028;44.75908;P;19;5247
548747;КИКНУР,Кикнур;57.30341;47.20106;P;33;5246
1497406;Ниж.Омка,Нижняя Омка;55.43376;74.94256;P;54;5246
484290;Тарумовка;44.07606;46.53613;P;17;5245
1505946;Иковка;55.60889;64.9375;P;40;5243
504840;ПРОЛЕТАРИЙ,Пролетарий;58.43423;31.70462;P;52;5240
1495260;Первомайский;52.9173;81.6624;P;4;5238
486848;СУДИСЛАВЛЬ,Судиславль;57.88175;41.70829;P;37;5236
1540905;Рощино;55.3093;61.2635;P;13;5231
576147;Благодатное;45.39972;42.58667;P;70;5230
518928;Новодмитриевская;44.83472;38.87722;P;38;5230
1487164;Веселоярск;51.28737;81.10703;P;4;5230
501091;РОВНОЕ,Ровное;50.7765;46.05086;P;67;5228
557992;ГУМРАК,Гумрак;48.78255;44.3824;P;84;5227
1487599;Верх-Чебула;56.03062;87.62215;P;29;5224
2016651;ШКОТОВО,Шкотово;43.3196;132.3519;P;59;5221
529610;МАНАСКЕНТ,Манас;42.72749;47.67846;P;17;5216
6417535;Мосрентген;55.6197;37.46402;P;47;5214
2027740;Амурзет;47.6942;131.0911;P;89;5213
489290;Плоское,Становая,Становое;52.76384;38.35818;P;43;5211
2013225;ВЫДРИНО,Речка-Выдрино;51.4892;104.8429;P;11;5211
557984;Гундоровский;46.78047;41.8968;P;61;5210
532092;Махалино;53.08544;46.22108;P;57;5210
558487;Гривенская;45.6473;38.17597;P;38;5208
478050;Усть-Кулом;61.68636;53.6902;P;34;5205
581989;АНДРЕЕВО,Андреево;55.9465;41.1505;P;83;5204
553310;Камышеватская;46.41316;37.95632;P;38;5201
474354;Верховажье;60.74717;42.04652;P;85;5200
1509929;БОБРОВСКИЙ,Бобровский;56.6732;60.9807;P;71;5198
542143;Красноярская;47.6501;42.0443;P;61;5198
523210;Алпатово;43.7028;45.24154;P;12;5192
532518;ЛЮБОХНА,Любохна;53.50332;34.38847;P;10;5188
511592;ПЕНО,Пено;56.92624;32.74262;P;77;5187
564098;Доргели,Дургели;42.667;47.29435;P;17;5185
552862;Караидель;55.83372;56.90692;P;8;5184
518346;Новопетровское;55.99278;36.47194;P;47;5184
2013865;Усть-Уда;54.1742;103.0304;P;20;5169
480301;ТУРГЕНЕВО,Тургенево;54.84554;46.32968;P;46;5168
1495613;Панкрушиха;53.83194;80.34056;P;4;5160
866055;Приладожский;59.85;31.48333;P;42;5159
500060;Рязанская;44.95528;39.58894;P;38;5157
497984;Сеченово;55.22444;45.89056;P;51;5151
2027275;Бада;51.392;109.8717;P;93;5149
1486371;Ярково;54.8056;82.5989;P;53;5149
552974;КАРАБАШ,Карабаш;54.693;52.58359;P;73;5149
483575;Теплое;53.62022;37.59026;P;76;5149
580227;Авсюнино;55.56516;39.12324;P;47;5148
572706;Бамут,Буковка,Буммат,Буммате;43.15986;45.19734;P;19;5148
1511538;Антипино;57.10679;65.75755;P;78;5147
488206;СТАРОЖИЛОВО,Старожилово;54.2254;39.916;P;62;5147
2023918;Горные Ключи;45.25;133.5;P;59;5146
1538641;Кедровый;56.28232;91.5376;P;91;5142
487441;СТОЛБОВАЯ,Столбовая;55.25022;37.49249;P;47;5142
514052;Островское;57.80574;42.24332;P;37;5138
1488774;Тюхтет;56.53939;89.31221;P;91;5138
2025456;ЧЕРНЫШЕВСКИЙ,Чернышевский;63.01278;112.47139;P;63;5137
568085;Надречье,Цемзавод,Чири-Юрт,Чуьйрин-Эвл;43.08869;45.74322;P;12;5136
1510709;Баево;53.28333;80.76667;P;4;5134
518701;Новокорсунская;45.6408;39.14641;P;38;5133
517926;Новосмолинский;56.2841;43.05071;P;51;5128
1507059;ДВУРЕЧЕНСК,Двуреченск;56.5982;61.0953;P;71;5121
515921;Тахтамукай;44.9215;38.99583;P;1;5120
504416;ПРЯМИЦЫНО,Прямицыно;51.6561;35.9314;P;41;5120
537238;Ладовская Балка;45.62965;41.40231;P;70;5117
505581;Правокумское;44.76944;44.64722;P;70;5117
490108;Сотниковское;45.00389;43.77722;P;70;5116
489868;Спас-Деменск;54.41222;34.02257;P;25;5114
577630;Беляевка;51.39742;51.39742;P;55;5110
505269;ПРИМОРСК,Приморск;60.36593;28.60737;P;42;5107
561560;Гергебиль;42.50472;47.06611;P;17;5107
522402;Неверкино;52.78541;46.74174;P;57;5105
1495259;Первомайское;53.72111;84.01833;P;4;5103
1494523;Половинное;54.79139;65.98639;P;40;5103
573709;Большое Болдино;55.00588;45.31419;P;51;5100
522312;Нежинка;51.7676;55.3694;P;55;5100
2015428;ТАЙТУРКА,Тайтурка;52.86917;103.46083;P;20;5100
477940;Усть-Цильма;65.44104;52.14978;P;34;5100
519033;Новобатайск;46.89806;39.78194;P;61;5097
582544;Али-Бердуковский;43.98952;41.74212;P;27;5093
539284;КУМЕНЫ,Кумёны;58.10887;49.91614;P;33;5090
470473;ВЫГОНИЧИ;53.09855;34.06728;P;10;5086
493184;ШВАРЦЕВСКИЙ,Шварцевский;54.09174;37.99053;P;76;5083
521931;НИКОЛАЕВКА,Николаевка;54.1451;45.1444;P;46;5081
515186;Опалиха;55.82593;37.25278;P;47;5081
2016961;Сергеевка;43.347;133.3563;P;59;5081
2017364;Русский;43.0224;131.8601;P;59;5080
515687;ОЛЕНИНО,Оленино;56.20917;33.48888;P;77;5079
478538;Урыв,Урыв-Покровка;51.1159;39.16394;P;86;5074
516780;Андалалы,Нажин-Юрт,Ножай-Юрт;43.0929;46.37868;P;12;5073
522508;НЕСТЕРОВ,Нестеров;54.63056;22.57139;P;23;5071
471909;Воронцовка;50.6132;40.3549;P;86;5067
558998;Гребенская,Гребенски;43.53086;46.37174;P;12;5066
805755;Ясная Поляна;44.0225;42.7539;P;70;5064
1489863;ТАЙЖИНА,Тайжина;53.6679;87.4362;P;29;5063
488864;Старочеркасская;47.24077;40.04186;P;61;5060
535695;Лесной Городок;55.63893;37.2083;P;47;5056
571702;Братское,Ломаз-Юрт,НогІамирзин-Юрт,Ногай-Мирза-Юрт,Ногамерзин-Юрт,Номаз-Юрт;43.65361;44.88889;P;12;5053
519473;Нов.Таволжанка,Новая Таволжанка;50.35123;36.8298;P;9;5053
509487;Пиндуши;62.91519;34.57996;P;28;5053
552830;Каракулино;56.012;53.70669;P;80;5052
1540475;Туртас;58.93867;69.13393;P;78;5050
1506268;Горноправдинск;60.05;69.9;P;32;5048
496503;Сеща;53.7361;33.3387;P;10;5038
1491006;Староалейское;51.00611;82;P;4;5037
584308;АЧИТ,Ачит;56.7985;57.8994;P;71;5036
474902;Верхний Наур,Лакха Нёвре;43.61033;45.24542;P;12;5036
575413;Боковская;49.22899;41.8306;P;61;5032
554363;КАЛАШНИКОВО,Калашниково;57.28237;35.22617;P;77;5032
584059;Агалатово;60.2195;30.27388;P;42;5028
510997;МамакІин КІотар,Мамакхай-Юрт,Мамакхин кІотар,ПЕРВОМАЙСКАЯ,Первомайская;43.40331;45.52344;P;12;5026
1510821;Барышево;54.9564;83.1822;P;53;5024
1494790;Подгорное;57.78861;82.65194;P;75;5024
507479;Покрово-Пригородное;52.68405;41.41752;P;72;5012
499528;Садовое;51.53111;40.50194;P;86;5011
493997;Шкуринская;46.5858;39.3599;P;38;5005
565108;ДОСЧАТОЕ,Досчатое;55.3886;42.1032;P;51;5004
1500957;Кызыл-Мажалык;51.14594;90.5808;P;79;5004
501027;Рождествено;53.23745;50.05971;P;65;5004
569453;Чемодановка;53.23162;45.24738;P;57;5002
480085;ТУЖА,Тужа;57.60615;47.93597;P;33;5002
564517;Дубровицы;55.43969;37.4867;P;47;5000
532887;ЛЯМИНО,Лямино;58.2839;57.725;P;90;5000
479685;Учкулан;43.45706;42.09643;P;27;5000
6930488;Нежданинское;62.50519;139.04846;P;;5000
477047;Вардане;43.73179;39.55428;P;38;5000
1488206;Усть-Ишим;57.6935;71.1665;P;54;4999
503548;Пятигорский;43.97417;43.25833;P;70;4997
2013176;Яковлевка;44.4229;133.4755;P;59;4996
489271;СТАРЬ,Старь;53.62362;34.15183;P;10;4994
515175;ОПАРИНО,Опарино;59.85179;48.27826;P;33;4986
1506394;Плотниково;55.02472;85.94361;P;29;4983
551638;Каясула;44.325;45;P;70;4982
523583;НАГОРСК,Нагорск;59.31722;50.80778;P;33;4982
580299;Авдон;54.66667;55.71667;P;8;4980
504371;Пшехская;44.69597;39.79665;P;38;4979
1511303;Аскиз;53.13722;90.42833;P;31;4977
524311;Мурино;60.04944;30.44587;P;42;4977
485799;СВЕЧА,Свеча;58.27849;47.51636;P;33;4971
535605;Летняя Ставка;45.43056;43.44722;P;70;4969
498437;Сасыколи;47.55153;46.99679;P;7;4965
482582;ТЛЮСТИНХАБЛЬ,Тлюстенхабль;44.98278;39.09639;P;1;4964
580352;Аушигер;43.39611;43.73167;P;22;4955
470268;Вышнее Долгое;52.06302;37.40518;P;56;4953
552558;КАРДЫМОВО,Кардымово;54.89016;32.43111;P;69;4951
1487860;Вагай;57.93566;69.01953;P;78;4951
551438;Казанская;49.79333;41.14667;P;61;4946
464018;ЗАЙМИЩЕ,Займище;52.7264;32.2334;P;10;4942
555994;Ищерская;43.71359;45.13371;P;12;4941
465532;Закан-Юрт,Закин-Юрт,Пригородное,Романовская;43.25972;45.42056;P;12;4939
1492299;Шебалино;51.29167;85.67722;P;3;4939
522730;НЕМЧИНОВКА,Немчиновка;55.72288;37.36086;P;47;4938
1489504;Тогул;53.465;85.9128;P;4;4937
549617;ХОМУТОВКА,Хомутовка;51.9207;34.5619;P;41;4936
550775;Хамамат-Юрт,Хамаматюрт;43.60809;46.5006;P;17;4935
531383;Мал.Сердоба,Малая Сердоба;52.4661;44.9512;P;57;4922
468486;ЯЗЫКОВО,Языково;54.2922;47.3891;P;81;4918
2022342;Хомутово;52.46583;104.4025;P;20;4918
858658;Зубутли-Миатли;43.19886;46.81241;P;17;4918
504994;Прочноокопская;45.0666;41.1175;P;38;4916
475701;ВЕРЕЯ;55.34472;36.17194;P;47;4916
580872;АРСЕНЬЕВО,Арсеньево;53.73893;36.66429;P;76;4915
2024579;ДЖИДА,Джида;50.67722;106.18056;P;11;4913
569794;Частые;57.28876;54.97278;P;90;4907
2018857;Новосысоевка;44.2347;133.3642;P;59;4903
548946;Хворостянка;52.6096;48.9597;P;65;4899
521316;Нины;44.48778;43.94889;P;70;4894
505558;Пречистое;58.42068;40.34017;P;88;4894
462169;ЗОЛОТУХИНО,Золотухино;52.0842;36.37777;P;41;4886
1486321;Яр-Сале;66.8654;70.83784;P;87;4885
573922;Большие Вязёмы;55.62058;36.9762;P;47;4876
505279;Прималкинское;43.74667;44.00833;P;22;4873
539640;КУКУШТАН,Кукуштан;57.6464;56.4952;P;90;4870
505386;Комсомольский,Пригородное,Шина-Суьйран-Юкъ;43.25304;45.75808;P;12;4863
2019009;Новая Брянь;51.7159;108.2691;P;11;4860
468782;Ясенская;46.3592;38.269;P;38;4855
1497142;НОВОБИРЮСИНСКИЙ,Новобирюсинский;56.9578;97.7076;P;20;4855
503499;Пятницкое;50.4233;37.8273;P;9;4855
1504081;Каз;52.9113;87.3105;P;29;4854
541826;КРАСНЫЙ БОР,Красный Бор;59.68194;30.66806;P;42;4852
1498511;Мокроусово;55.81028;66.76528;P;40;4851
519621;Новая Ляда;52.71309;41.63872;P;72;4851
503254;РАДИЩЕВО,Радищево;52.85459;47.87644;P;81;4845
582222;АМЗЯ,Амзя;56.2346;54.385;P;8;4843
562450;ФОРНОСОВО,Форносово;59.56889;30.55444;P;42;4841
545690;Комсомольское;55.25667;47.54608;P;16;4839
566363;Детчино;54.80923;36.3075;P;25;4838
552692;Карата;42.59486;46.3393;P;17;4838
542423;Красноборск;61.55978;45.93396;P;6;4838
2122090;ПЕВЕК,Певек;69.70083;170.31333;P;15;4837
463516;ЖАРКОВСКИЙ,Жарковский;55.849;32.2697;P;77;4833
577403;Береславка;48.62541;44.04491;P;84;4817
522810;Некрасовская;45.14468;39.74868;P;38;4814
535839;Лешуконское;64.8977;45.7655;P;6;4813
583512;Акуша;42.26885;47.34114;P;17;4810
523734;Начало,Началово;46.338;48.20128;P;7;4808
1489822;Тегульдет;57.30679;88.16004;P;75;4800
474370;ВЕРХОШИЖЕМЬЕ,Верхошижемье;58.01097;49.10384;P;33;4800
553271;Камышла;54.11693;52.14262;P;65;4789
522946;НЕФТЕГОРСК,Нефтегорск;44.3658;39.7078;P;38;4785
560325;ГОРАГОРСКИЙ,Горагорский;43.5002;45.08574;P;12;4783
1488903;Туруханск;65.79479;87.95006;P;91;4774
1502096;КРАСНОКАМЕНСК,Краснокаменск;54.33389;93.25944;P;91;4773
496505;Подлесное,Сержень-Юрт,Сирж-Эвла,Сиржа-Эвл,Сиржа-Эвла;43.12265;45.98583;P;12;4773
478996;УНИ,Уни;57.751;51.4913;P;33;4767
520783;НИЖ.ЧИР,Нижний Чир;48.35973;43.0865;P;84;4765
502738;Рассвет;46.83333;40.75;P;61;4765
2026777;БЕРКАКИТ,Беркакит;56.5807;124.7681;P;63;4764
554544;КАДОШКИНО,Кадошкино;54.0257;44.4191;P;46;4763
534423;ЛОКНЯ,Локня;56.82998;30.14665;P;60;4762
551124;КЕМЛЯ,Кемля;54.6963;45.2424;P;46;4761
487255;СТРЕЛИЦА,Стрелица;51.6083;38.9102;P;86;4761
554236;Калининаул;43.07121;46.56679;P;17;4752
556268;Иоканга,Островной;68.05306;39.51306;P;49;4746
1502100;КРАСНОГВАРДЕЙСКИЙ,Красногвардейский;57.37928;62.31952;P;71;4746
1498399;МОРЯКОВСКИЙ ЗАТОН;56.69448;84.65145;P;75;4745
492592;Сива;58.38204;54.38037;P;90;4744
1488632;Угловское;51.3557;80.1942;P;4;4744
566267;Дейское;43.47546;44.16182;P;22;4736
464343;Засечное;53.1092;45.07936;P;57;4733
1485323;ЗАЙКОВО,Зайково;57.5613;62.75681;P;71;4731
556131;ИС,Ис;58.7909;59.7179;P;71;4729
547891;Киевское;45.03829;37.8883;P;38;4727
468776;ЯШАЛТА,Яшалта;46.3395;42.2762;P;24;4723
1489779;ТЕМИРТАУ,Темиртау;53.1377;87.4538;P;29;4723
2017042;Селихино;50.36716;137.49958;P;30;4722
1497654;Николо-Павловское;57.78306;60.05778;P;71;4721
479471;УГРА;54.77775;34.32674;P;69;4721
1491461;Солонешное;51.6544;84.3197;P;4;4716
824070;Бугры;60.07121;30.39225;P;42;4715
537740;КУЗНЕЧНОЕ,Кузнечное;61.12004;29.86864;P;42;4714
522902;НЕХАЕВСКИЙ,Нехаевский;50.4106;41.7561;P;84;4714
1511382;Армизонское;55.94611;67.67361;P;78;4711
576572;БЕЖАНИЦЫ,Бежаницы;56.9767;29.89065;P;60;4711
500350;Русско-Высоцкое;59.69963;29.94404;P;42;4711
1489167;ТРУДАРМЕЙСКИЙ,Трудармейский;54.132;86.4098;P;29;4711
477418;Вадинск;53.69157;43.05744;P;57;4708
483341;Терновка;51.67803;41.6375;P;86;4703
486137;СУРГУТ,Сургут;53.92498;51.20348;P;65;4699
496381;Северное;54.09347;52.54393;P;55;4695
526543;МИЛОСЛАВСКОЕ,Милославское;53.58152;39.43992;P;62;4693
1491055;Станционно-Ояшинский;55.4664;83.8245;P;53;4689
1487022;Власиха;53.29722;83.57417;P;4;4687
545782;Коммунарка;55.56952;37.48932;P;47;4684
478620;Уршельский;55.67832;40.21692;P;83;4683
1508636;Бурла;53.3362;78.3301;P;4;4682
478213;Успенская;45.76448;41.06696;P;38;4682
1505529;Ирбейское;55.6396;95.4515;P;91;4681
2027244;Багдарин;54.43333;113.6;P;11;4676
539578;ГІуларе,ГІулари,Кулары,Набережное;43.23972;45.50417;P;12;4673
2126359;БЫКОВ,Быков;47.31667;142.55;P;64;4672
1489048;ТУИМ;54.33949;89.94586;P;31;4669
534352;ЛОМИНЦЕВСКИЙ,Ломинцевский;53.98548;37.66471;P;76;4666
866986;Чинар;42.10798;48.14321;P;17;4665
472887;Вохма;58.9303;46.75859;P;37;4663
2027596;Анучино;43.96222;133.05444;P;59;4658
2126250;ЧЕХОВ,Чехов;47.44278;141.97889;P;64;4653
491079;Солдатская;43.81806;43.81583;P;22;4651
1506244;Горный Щит;56.68815;60.51947;P;71;4648
549610;ХОМУТОВО,Хомутово;52.85386;37.4388;P;56;4647
486073;Суроватиха;55.76516;43.89845;P;51;4644
575494;Богословка;53.20837;44.80133;P;57;4636
2017215;САНГАР,Сангар;63.92417;127.47389;P;63;4633
1500485;ЛИСТВЯГИ,Листвяги;53.6772;86.951;P;29;4627
1509847;Боград;54.23444;90.83278;P;31;4623
518897;Новогагатли,Новогагатлинское;43.45677;46.48175;P;17;4619
2019718;МУХЕН,Мухен;48.1;136.1;P;30;4617
546664;Кокино;52.4964;34.7808;P;10;4616
803494;Орел-Изумруд;43.46005;39.92377;P;38;4614
1491004;СТАРОБАЧАТЫ,Старобачаты;54.2425;86.2072;P;29;4608
493405;ШУМЯЧИ,Шумячи;53.85833;32.42417;P;69;4607
555801;Исправная;44.0682;41.6102;P;27;4606
1485712;Юргинское;56.81888;67.39211;P;78;4606
2021956;Кневичи;43.4027;132.1856;P;59;4605
497826;Селезни;52.80415;41.23961;P;72;4603
467252;ЕРМИШЬ,Ермишь;54.76778;42.27111;P;62;4598
1487520;Верхнее Дуброво;56.7528;61.0468;P;71;4596
1500770;Лебяжье;53.24361;83.65333;P;4;4595
499342;Сакмара;51.98438;55.3338;P;55;4594
557968;Гурбуки;42.61128;47.60067;P;17;4592
506596;Поныри Вторые;52.27994;36.22461;P;41;4591
517958;Новошешминск;55.06513;51.23376;P;73;4585
1492948;Сарыг-Сеп;51.5;95.6;P;79;4582
1487939;Уват;59.14227;68.88881;P;78;4581
567312;Дачное;43.08468;44.7358;P;68;4579
2027276;БАБУШКИН,Бабушкин;51.71222;105.86472;P;11;4578
499439;САФОНОВО,Сафоново;69.06043;33.29523;P;49;4578
529608;Манаскент;42.7402;47.6914;P;17;4577
581359;Апастово;55.20293;48.51091;P;73;4575
499133;Салтыковка;55.76679;37.93533;P;47;4573
506696;Поназырево;58.35784;46.31421;P;37;4568
507421;ПОКРОВСКОЕ,Покровское;52.60968;36.87124;P;56;4566
551948;Каширское;51.41945;39.61248;P;86;4564
542378;КРАСНОГОРОДСКОЕ,Красногородск,Красногородское;56.83568;28.28224;P;60;4563
2018069;ПЕЛЕДУЙ,Пеледуй;59.62889;112.74056;P;63;4556
477744;Утевка;52.9035;50.9495;P;65;4556
461756;ЗЮКАЙКА;58.2025;54.70028;P;0;4556
538685;Курманаевка;52.5093;52.0675;P;55;4552
1490711;Сухобузимское;56.5;93.27278;P;91;4550
866210;Цибанобалка;44.98034;37.34384;P;38;4548
523790;Мюрего;42.41087;47.69304;P;17;4548
479201;Улукулево;54.4355;56.3221;P;8;4546
469186;Новая Мака;41.77173;48.36149;P;17;4545
548972;Хвастовичи;53.46942;35.09409;P;25;4545
550452;Хатукай;45.19074;39.6632;P;1;4538
2122256;ПАЛАТКА,Палатка;60.1;150.9;P;44;4534
512533;Парковый,ТИХОРЕЦК;45.83306;40.14556;P;38;4524
505599;ПРАВДИНСК,Правдинск;54.44289;21.01785;P;23;4515
2120047;Усть-Омчуг;61.15;149.63333;P;44;4515
798335;Первое Мая;50.88997;39.5919;P;86;4512
542356;Красногорское;57.7047;52.4999;P;80;4508
513760;ОВЕРЯТА,Оверята;58.08417;55.86694;P;90;4507
525426;МОНАСТЫРЩИНА,Монастырщина;54.34961;31.83795;P;69;4501
1498179;Муслюмово;55.6133;61.626;P;13;4500
577883;Белореченское,Белоречье,Иласхан-Юрт,Илисхан-Юрт,Элисхан-Юрт;43.2791;46.10229;P;12;4496
550234;ХИСЛАВИЧИ,Хиславичи;54.18714;32.15817;P;69;4496
497995;СЕБРОВО,Себрово;50.0981;43.2976;P;84;4496
564234;ДУХОВЩИНА,Духовщина;55.1919;32.4111;P;69;4494
532637;ЛЮБАНЬ,Любань;59.35;31.21667;P;42;4494
804875;Заветный;44.9316;41.1373;P;38;4486
2020824;Лермонтовка;47.1449;134.3349;P;30;4479
534073;Лосево;50.67667;40.045;P;86;4476
1485470;ЗАПОЛЯРНЫЙ;67.49552;63.73275;P;34;4476
540259;Крым;47.30025;39.51637;P;61;4475
510814;Первомайское;60.35922;29.7424;P;42;4473
1496889;Новоомский;54.84152;73.30174;P;54;4467
518648;Новолакское;43.11952;46.48281;P;17;4463
570813;БУРИБАЙ,Бурибай;51.96167;58.15917;P;8;4461
1497220;Новичиха;52.204;81.3877;P;4;4460
478769;УРДОМА,Урдома;61.75335;48.5442;P;6;4460
1508230;ЧЕРЕМНОЕ,Черемное;53.16972;83.21333;P;4;4458
1508517;Быстрый Исток;52.371;84.3873;P;4;4455
553929;Калтасы;55.96926;54.80321;P;8;4454
2018301;Оса;53.38722;103.87694;P;20;4454
2021041;Кыра;49.5776;111.9753;P;93;4452
1498027;Налобиха;53.20056;84.60389;P;4;4451
484296;Тарское;42.96699;44.77114;P;68;4449
489264;Старая;59.92749;30.62764;P;42;4444
478344;Усиша;42.25111;47.39278;P;17;4442
552256;Карпогоры;64.00189;44.44513;P;6;4441
515583;Ольгинская;45.9461;38.54864;P;38;4441
2017378;РУДНОГОРСК,Рудногорск;57.2639;103.7519;P;20;4441
1505495;ИРТЫШСКИЙ,Иртышский;58.33333;68.13333;P;78;4434
490637;Сонково;57.77816;37.15707;P;77;4431
544397;Корткерос;61.81056;51.58056;P;34;4429
570158;БЫТОШЬ,Бытошь;53.81861;34.09116;P;10;4425
527212;Миатли;43.08173;46.8286;P;17;4424
549748;Холмогоры;64.2229;41.656;P;6;4417
556111;Исаклы;54.13333;51.53333;P;65;4417
1487195;Вершина Тёи,Тёя;53.26858;89.56008;P;31;4417
478064;Усть-Кишерть;57.3654;57.2495;P;90;4413
567806;ЧУЧКОВО,Чучково;54.26931;41.44648;P;62;4404
562878;Фершампенуаз;53.5202;59.8117;P;13;4403
537094;Лальск;60.74146;47.58617;P;33;4400
1484943;Звериноголовское;54.45964;64.85459;P;40;4400
483613;ТЕПЛАЯ ГОРА,Тёплая Гора;58.52444;59.07278;P;90;4400
2016205;Сотниково;51.88446;107.47907;P;11;4396
520599;НИЖНИЙ КИСЛЯЙ,Нижний Кисляй;50.8497;40.1719;P;86;4394
514968;ОРГТРУД,Оргтруд;56.1832;40.6149;P;83;4393
551823;КАСТОРНОЕ,Касторное;51.8334;38.1302;P;41;4390
474926;Верх.Ломов,Верхний Ломов;53.46778;43.55111;P;57;4390
566319;Девица;51.6352;38.945;P;86;4389
556279;ИНЗЕР,Инзер;54.2167;57.5556;P;8;4388
489701;Спиридоновка;53.09248;50.64621;P;65;4387
527405;МЕЩОВСК,Мещовск;54.32444;35.28083;P;25;4386
579503;Балахоновское;44.7767;41.7842;P;70;4377
490976;СОЛНЦЕВО,Солнцево;51.41853;36.7499;P;41;4374
2121102;СОКОЛ,Сокол;59.88333;150.91667;P;44;4374
515109;ОРАНЖЕРЕИ,Оранжереи;45.84756;47.56635;P;7;4367
2055822;Новая Чара;56.81639;118.29861;P;93;4365
1510421;Белозерское,Белозёрское;55.82139;65.58417;P;40;4364
562070;Гамово;57.8652;56.1056;P;90;4362
478601;Урух;43.29335;44.02647;P;22;4360
482219;ТОНШАЕВО,Тоншаево;57.73598;47.01265;P;51;4357
488618;Старосубхангулово;53.1031;57.4423;P;8;4351
562873;Ферзиково;54.51913;36.75671;P;25;4344
526875;Михайловка;54.8;55.9;P;8;4344
523415;Наровчат;53.87654;43.69458;P;57;4340
479442;Уинское;56.88174;56.58135;P;90;4340
536440;Лечинкай;43.56472;43.43278;P;22;4334
553159;Канеловская;46.5896;39.1944;P;38;4332
561698;ГАИНЫ,Гайны;60.30707;54.32412;P;90;4331
469533;Яковлевское;55.44194;37.94806;P;47;4330
864612;Медногорский;43.9178;41.18255;P;27;4328
2018553;ОЛЬГА,Ольга;43.74444;135.28917;P;59;4328
548151;Кишпек;43.655;43.64083;P;22;4327
531098;Малино;55.11195;38.17384;P;47;4327
1504590;КАРАГАЙЛИНСКИЙ,Карагайла;54.172;86.5521;P;29;4326
1488074;Усть-Тарка;55.56715;75.705;P;53;4325
516539;Нюксеница;60.41159;44.23309;P;85;4322
