geonameid;name;latitude;longitude;fclass;acode;population
2019326;НЕРЧИНСК,Нерчинск;51.98333;116.58333;P;93;15360
491351;Софрино;56.15;37.96667;P;47;15353
1501460;КУЛУНДА,Кулунда;52.566;78.9385;P;4;15345
480876;ЦИМЛЯНСК,Цимлянск;47.64611;42.10194;P;61;15341
579771;Багаевская;47.32411;40.38791;P;61;15300
578091;Белёв;53.81194;36.13194;P;76;15300
1507488;ДЕГТЯРСК,Дегтярск;56.704;60.0879;P;71;15294
2027296;АЙХАЛ,Айхал;66;111.5;P;63;15267
538991;Курахский Район;41.58333;47.75;A;17;15266
2014624;УДАЧНЫЙ;66.41667;112.4;P;63;15266
568587;ЧЕРНЯНКА,Чернянка;50.94095;37.80693;P;9;15261
2013229;ВЯЗЕМСКИЙ,Вяземский;47.53778;134.7525;P;30;15247
1496739;НОВОСИЛИКАТНЫЙ,Новосиликатный;53.30972;83.62389;P;4;15241
1511466;АРАМИЛЬ,Арамиль;56.6977;60.8369;P;71;15237
564654;Дубовка;49.05825;44.829;P;84;15217
7287775;Нижнесортымский;62.43965;71.76029;P;32;15204
1486298;Яшкино;55.8736;85.4265;P;29;15197
468063;ЕЛАНЬ;50.949;43.73781;P;84;15181
561515;Гиагинская;44.86208;40.07195;P;1;15169
536156;ЛЕНИНСК,Ленинск;48.70233;45.19798;P;84;15167
479687;Учкекен;43.93778;42.51167;P;27;15118
508656;Почеп,Почёп;52.9336;33.4464;P;10;15100
506762;ПОЛЯРНЫЕ ЗОРИ,Полярные Зори;67.36611;32.49806;P;49;15092
575457;Богучар;49.93577;40.545;P;86;15048
6931086;Пересвет;56.42302;38.17612;P;;15000
541647;КРАСН.КУТ,Красный Кут;50.95;46.96667;P;67;14956
512019;Павловский Район;52.66667;47.08333;A;81;14950
537235;Ладожская;45.30902;39.93803;P;38;14904
2012623;Заводской;43.4654;132.2911;P;59;14865
2025579;ЧЕГДОМЫН,Чегдомын;51.11667;133.01667;P;30;14855
509826;ПЕТРОВ ВАЛ,Петров Вал;50.14337;45.20958;P;84;14853
1495448;ПАВЛОВСК,Павловск;53.31861;82.98222;P;4;14827
511002;ПЕРВОМАЙСК,Первомайск;54.8689;43.80272;P;51;14810
563681;ДЖАЛИЛЬ,Джалиль;55.0239;52.7358;P;73;14797
579831;БІачин-Юрт,Бачи-Юрт,Красноармейское,Первомайское;43.22417;46.19423;P;12;14788
1510502;БЕЛОКУРИХА,Белокуриха;51.9959;84.9896;P;4;14733
2015842;СВИРСК,Свирск;53.08583;103.3325;P;20;14717
1488272;Усть-Абакан;53.83651;91.39077;P;31;14696
570021;Чалтырь;47.28477;39.48232;P;61;14689
2016430;СЛАВЯНКА,Славянка;42.8696;131.3776;P;59;14687
466084;ЮЖА;56.58306;42.01222;P;21;14678
539537;Кулешовка;47.07802;39.55794;P;61;14668
553884;Калязин;57.24028;37.84333;P;77;14655
1496738;НОВОСИНЕГЛАЗОВСКИЙ,Новосинеглазовский;55.0401;61.3792;P;13;14620
1511103;БАЧАТСКИЙ,Бачатский;54.2927;86.1285;P;29;14618
540267;Крыловская;46.31944;39.97111;P;38;14605
2013894;Усть-Ордынский;52.805;104.75083;P;20;14538
1507565;ДАЛМАТОВО,Далматово;56.26;62.9362;P;40;14526
1493511;Роза;54.9163;61.4586;P;13;14491
547591;КЛИМОВО,Климово;52.38053;32.19233;P;10;14482
545001;КОРАБЛИНО,Кораблино;53.91639;40.01333;P;62;14469
477039;Варениковская;45.12085;37.64171;P;38;14409
581080;АРКАДАК,Аркадак;51.93261;43.49778;P;67;14392
528495;МАТВЕЕВ КУРГАН,Матвеев Курган;47.5645;38.86947;P;61;14342
542213;КРАСНОСЛОБОДСК,Краснослободск;48.70708;44.57702;P;84;14334
486626;СУХОДОЛ,Суходол;53.90063;51.2117;P;65;14296
481941;ТОВАРКОВО;54.67617;35.9386;P;25;14294
805775;Борисовка;50.62361;35.99028;P;9;14253
559459;ГОРОХОВЕЦ;56.20152;42.69351;P;83;14247
1497276;Новая Ляля;59.05503;60.59899;P;71;14246
2016307;СОЛНЕЧНЫЙ;50.72139;136.63194;P;30;14227
562245;Гаджиево;69.25506;33.33616;P;49;14225
534174;Лопатинский;55.34101;38.72366;P;47;14219
482042;ТОРОПЕЦ;56.49779;31.63528;P;77;14187
572500;БОРИСОВКА,Борисовка;50.60156;36.01549;P;9;14148
529709;Мамадыш;55.71524;51.40797;P;73;14148
2016708;ШИЛКА,Шилка;51.85;116.03333;P;93;14132
583794;Ахты;41.45968;47.73123;P;17;14080
1501356;КУРАГИНО,Курагино;53.8975;92.6725;P;91;14076
551846;Каспийский,ЛАГАНЬ;45.39288;47.37073;P;24;14045
487543;СТЕПНОЕ;51.37972;46.84917;P;67;14035
1506192;ГРАМОТЕИНО,Грамотеино;54.5368;86.3839;P;29;14010
516400;ОБОЯНЬ,Обоянь;51.20981;36.27919;P;41;14000
2016308;Солнечный;50.58333;137.03333;P;30;13993
2025489;Черниговка;44.3398;132.5695;P;59;13969
582181;Анапская;44.89671;37.386;P;38;13965
557563;ИГЛИНО,Иглино;54.83244;56.41264;P;8;13958
1506258;Горняк;55.1362;61.6833;P;13;13946
553389;КАМЕШКОВО,Камешково;56.35305;41.00941;P;83;13935
536186;ЛЕНИНКЕНТ,Ленинкент;42.96895;47.35202;P;17;13912
475614;Верхнеднепровский;54.98131;33.34573;P;69;13903
489446;Средняя Ахтуба;48.70998;44.86724;P;84;13887
579999;Бабаюрт;43.6002;46.77888;P;17;13857
1511736;АЛТАЙСКИЙ,Алтайское;51.95333;85.3325;P;4;13852
515771;ОКУЛОВКА;58.40083;33.29083;P;52;13852
531257;МАЛАЯ ВИШЕРА,Малая Вишера;58.84538;32.22218;P;52;13834
551145;КЕМЬ,Кемь;64.95546;34.57929;P;28;13829
523186;НАВЛЯ,Навля;52.82544;34.4996;P;10;13735
490683;СОМОВО,Сомово;51.74098;39.36655;P;86;13729
1488838;ТЯЖИНСКИЙ,Тяжинский;56.11607;88.52279;P;29;13716
470905;ВУКТЫЛ;63.85667;57.30944;P;34;13693
547681;КЛЕТНЯ,Клетня;53.38967;33.21714;P;10;13658
542312;Краснокумское;44.17806;43.50194;P;70;13630
565300;Донской;47.41404;40.25742;P;61;13627
535254;ЛИХОВСКОЙ,Лиховской,Лихой;48.15188;40.17925;P;61;13617
1502112;КРАСНОГОРСКИЙ,Красногорский;54.6025;61.231;P;13;13603
1494331;ПОСПЕЛИХА,Поспелиха;51.95;81.76667;P;4;13586
567902;ЧКАЛОВСК;56.76776;43.25135;P;51;13577
580783;АРТИ,Арти;56.42344;58.53276;P;71;13564
1512223;Абалак;58.12861;68.59444;P;78;13555
515155;Опочка;56.71048;28.66174;P;60;13548
569934;ЧАПЛЫГИН,Чаплыгин;53.24319;39.96288;P;43;13488
500303;РУЗА,Руза;55.69898;36.19522;P;47;13480
512052;ПАВЛОВСК,Павловск;59.68333;30.43472;P;66;13474
548982;ХВАЛЫНСК,Хвалынск;52.4906;48.1058;P;67;13437
828218;Заозерск,Заозёрск;69.40052;32.44761;P;49;13429
1506422;ГОЛЫШМАНОВО,Голышманово;56.3979;68.37279;P;78;13424
466200;ЮРЮЗАНЬ,Юрюзань;54.86333;58.42194;P;13;13424
2027184;БАЛЕЙ,Балей;51.6;116.63333;P;93;13404
484747;ТАЛОВАЯ,Таловая;51.11444;40.73;P;86;13367
554173;Калининская;45.4844;38.66221;P;38;13363
479640;Удельная;55.62536;38.00284;P;47;13357
2025286;Чугуевка;44.1652;133.8635;P;59;13354
509985;Петровская;45.43139;37.955;P;38;13340
1505584;ИНСКОЙ,Инской;54.4297;86.44;P;29;13326
492218;СКУРАТОВСКИЙ,Скуратовский;54.10152;37.60384;P;76;13325
2022083;Киренск;57.78528;108.11194;P;20;13308
485313;Сясьстрой;60.13669;32.56906;P;42;13300
1485020;Знаменское;57.12806;73.82821;P;54;13300
486834;СУДОГДА,Судогда;55.95394;40.86291;P;83;13277
480851;ЦИВИЛЬСК,Цивильск;55.86974;47.47874;P;16;13252
559179;ГІойтІа,ГІойтІе,Гойты,Свободное;43.16417;45.62278;P;12;13250
511785;Печоры;57.81642;27.6119;P;60;13246
1486261;ЯЯ,Яя;56.206;86.44;P;29;13238
473903;ВЕТЛУЖСКИЙ;58.39016;45.46542;P;37;13229
552953;Карабудахкент;42.7087;47.56735;P;17;13207
2012626;ЗАВИТИНСК;50.11179;129.44376;P;5;13198
510911;Первомайский;53.2485;40.2871;P;72;13196
517982;НОВОСЕРГИЕВКА,Новосергиевка;52.0934;53.6528;P;55;13188
1487922;Уяр;55.8118;94.3247;P;91;13167
2018021;ПЕРВОМАЙСКИЙ,Первомайский;51.67013;115.62543;P;93;13141
485643;СВЕТЛЫЙ ЯР,Светлый Яр;48.4748;44.78096;P;84;13131
484826;ТАЛДОМ;56.73333;37.53333;P;47;13112
488587;Старовеличковская;45.42884;38.73261;P;38;13111
509234;ПИТКЯРАНТА,Питкяранта;61.5734;31.47915;P;28;13090
557710;Гвардейск,Гвардејск;54.64772;21.06513;P;23;13088
1489938;ТАВРИЧЕСКОЕ,Таврическое;54.58508;73.6395;P;54;13063
1508715;БУЛАНАШ,Буланаш;57.27825;61.9965;P;71;13056
1491360;СОРСК,Сорск;54.00333;90.24667;P;31;13035
471501;Восточный;55.81667;37.86667;P;48;13011
507318;ПОЛАЗНА,Полазна;58.2922;56.4156;P;90;12973
497534;Селятино;55.51514;36.97746;P;47;12954
470530;ВЫЧЕГОДСКИЙ;61.24702;46.89842;P;6;12923
488859;Стародеревянковская;46.1276;38.9674;P;38;12918
533400;Лукоянов;55.02772;44.47865;P;51;12913
527034;МИХАЙЛОВ,Михайлов;54.2298;39.0269;P;62;12907
464112;ЗАВОЛЖСК;57.4823;42.13779;P;21;12847
463828;ЗЕЛЕНОГРАДСК,Зеленоградск;54.95893;20.47668;P;23;12846
476417;Васюринская;45.11809;39.42398;P;38;12830
487227;Стрельна;59.85189;30.03611;P;66;12800
559752;ГОРНОЗАВОДСК,Горнозаводск;58.37583;58.32111;P;90;12796
518851;Новогрозненский,ОЙСХАРА,Ойсангур,Ойсунгур,Ойсхар,Ойсхара;43.26402;46.24803;P;12;12795
553099;Кантемировка;49.70887;39.85922;P;86;12770
516615;Нязепетровск;56.05306;59.60278;P;13;12717
523408;Нартан;43.51083;43.69944;P;22;12694
2120261;УГЛЕГОРСК;49.08333;142.03333;P;64;12669
469655;ЯХРОМА;56.3;37.48333;P;47;12666
2020734;ЛИВАДИЯ,Ливадия;42.86917;132.67639;P;59;12652
2019912;МОГОЧА,Могоча;53.73333;119.76667;P;93;12647
532860;ЛЯНГАСОВО,Лянгасово;58.51759;49.44718;P;33;12626
563420;ЭРТИЛЬ,Эртиль;51.84056;40.80556;P;86;12622
1512064;АК-ДОВУРАК,Ак-Довурак;51.18333;90.6;P;79;12593
507427;Покровское;47.4157;38.89706;P;61;12576
464708;ЗАПРУДНЯ;56.56667;37.43333;P;47;12517
522742;НЕМАН,Неман;55.03111;22.02639;P;23;12507
490437;СОСЕНСКИЙ,Сосенский;54.05899;35.96228;P;25;12484
461916;ЗВЕНИГОВО,Звенигово;55.97539;48.01304;P;45;12484
2025458;Чернышевск;52.5243;117.0174;P;93;12466
553835;КАМБАРКА,Камбарка;56.2666;54.2056;P;80;12464
1510451;БЕЛОЯРСКИЙ,Белоярский;56.7584;61.4143;P;71;12438
2014571;УГЛОВОЕ,Угловое;43.3264;132.087;P;59;12429
472428;ВОЛОКОНОВКА,Волоконовка;50.4827;37.8563;P;9;12413
545353;КОНОША,Коноша;60.9736;40.257;P;6;12383
1495022;Петухово;55.06917;67.90194;P;40;12367
471760;ВОРСМА;55.99062;43.27248;P;51;12362
474821;ВЕРХ.ТАГИЛ,Верхний Тагил;57.3733;59.9556;P;71;12358
490276;СОСНОВКА,Сосновка;56.25496;51.28419;P;33;12354
488606;Старотитаровская;45.21938;37.15476;P;38;12351
1509999;БЛАГОВЕЩЕНКА,Благовещенка;52.83333;79.86667;P;4;12319
478757;УРЕНЬ,Урень;57.45516;45.78522;P;51;12311
580006;Бабаево;59.3936;35.9371;P;85;12300
462792;Жуков;55.03178;36.74402;P;25;12300
565202;ДОРОГОБУЖ,Дорогобуж;54.915;33.29722;P;69;12293
535261;ЛИХОСЛАВЛЬ,Лихославль;57.12747;35.46404;P;77;12290
1497932;Называевск;55.56975;71.35294;P;54;12284
553427;КАМЕНОЛОМНИ,Каменоломни;47.66852;40.2051;P;61;12262
2012728;ЗАКАМЕНСК,Закаменск;50.3741;103.2863;P;11;12250
551816;Касумкент;41.67725;48.14601;P;17;12225
831137;ТАТИЩЕВО;51.67056;45.62667;P;67;12222
483142;АДЫГЕЙСК,Адигејск,Адыгейск;44.88248;39.19194;P;1;12208
577922;БЕЛОМОРСК,Беломорск;64.52322;34.7668;P;28;12165
528242;МАЙСКИЙ,Майский;47.696;40.10259;P;61;12136
1508138;Черлак;54.155;74.8055;P;54;12122
493970;Шлиссельбург;59.9473;31.03845;P;42;12115
553169;Кандры;54.56667;54.11667;P;8;12100
472357;ВОЛОСОВО;59.44802;29.49139;P;42;12096
558885;ГРЕМЯЧИНСК,Гремячинск;58.5603;57.851;P;90;12094
520667;Нижние Серги;56.66139;59.30333;P;71;12077
492579;Сиверский;59.35444;30.07833;P;42;12076
1509494;Большеречье;56.09252;74.62716;P;54;12072
518568;Новоминская;46.3163;38.9586;P;38;12049
538558;Курская;44.05;44.45;P;70;12036
2127282;АЛЕКСАНДРОВСК-САХАЛИНСКИЙ,Александровск-Сахалинский;50.8975;142.15611;P;64;12024
795243;Снежногорск;69.19333;33.25314;P;49;12014
467539;Емецк;63.4721;41.7941;P;6;12000
566243;ДИГОРА,Дигора;43.15806;44.15694;P;68;11999
462352;ЗНАМЕНКА;52.89789;35.97703;P;56;11995
541235;Кременки;54.88626;37.11955;P;25;11994
2125945;ДОЛИНСК,Долинск;47.35;142.8;P;64;11989
1507679;ЧУЛЫМ,Чулым;55.09972;80.95722;P;53;11975
512566;ПАРГОЛОВО,Парголово;60.08691;30.27179;P;66;11962
486148;СУРАЖ,Сураж;53.01747;32.39178;P;10;11962
461964;ЗУЕВКА,Зуевка;58.40503;51.13355;P;33;11953
1538642;Сибирский;53.5777;83.7577;P;4;11952
569360;ЧЕРДАКЛЫ,Чердаклы;54.3594;48.84497;P;81;11939
533143;ЛУЗА,Луза;60.63082;47.25118;P;33;11935
1488780;ТЮКАЛИНСК,Тюкалинск;55.87321;72.19673;P;54;11935
2017851;ПОГРАНИЧНЫЙ,Пограничный;44.4097;131.3778;P;59;11930
556961;ИЛОВЛЯ,Иловля;49.30334;43.97965;P;84;11930
463710;ЗЕМЕТЧИНО;53.4973;42.61632;P;57;11928
523443;Нариманов,Нижневолжск;46.6927;47.8498;P;7;11905
575364;Болхов;53.44333;36.00444;P;56;11904
2023094;КАРЫМСКОЕ,Карымское;51.61667;114.35;P;93;11901
506278;ПОРХОВ,Порхов;57.76502;29.55612;P;60;11886
463830;ЗЕЛЕНОГОРСК;60.19968;29.70183;P;66;11866
509437;ПИОНЕРСКИЙ,Пионерский;54.95083;20.22748;P;23;11856
534413;Локоть;52.565;34.5776;P;10;11853
499404;Сагопши;43.48515;44.59063;P;19;11848
478197;Успенская,Успенское;44.8311;41.3927;P;38;11843
1507172;ДУБИНИНО,Дубинино;55.61917;89.09111;P;91;11841
542841;Красково;55.64972;37.98778;P;47;11832
483150;ТЕТЮШИ;54.93821;48.83656;P;73;11826
551646;Каякент;42.38736;47.90301;P;17;11805
2016942;СЕРЫШЕВО;51.09333;128.37861;P;5;11794
520955;Нижнее Казанище,Нижнее-Казанище;42.76369;47.16027;P;17;11765
2020591;МАГДАГАЧИ,Магдагачи;53.45;125.8;P;5;11739
508635;Починки;54.69875;44.86678;P;51;11724
509113;Платнировская;45.39531;39.3842;P;38;11710
543133;Козловка;55.84284;48.2492;P;16;11700
541950;КРАСНОЗАВОДСК;56.45;38.21667;P;47;11694
551669;Кавказская;45.4453;40.6765;P;38;11680
578152;БЕЛАЯ ХОЛУНИЦА,Белая Холуница;58.84;50.85278;P;33;11658
525659;МОКШАН,Мокшан;53.4365;44.61322;P;57;11652
2020221;МАРХА,Марха;62.10528;129.72694;P;63;11648
569892;Чародинский Район;42.16667;46.75;A;17;11607
572070;БОРОВСК,Боровск;55.20639;36.48611;P;25;11578
495918;Шалушка;43.5325;43.56611;P;22;11577
554535;КАДУЙ,Кадуй;59.2;37.15;P;85;11570
1484871;КРАСНОБРОДСКИЙ,Краснобродский;54.1581;86.4486;P;29;11565
486203;Сунжа;43.05862;44.82281;P;68;11548
539794;КУГЕСИ,Кугеси;56.02895;47.29255;P;16;11547
1540882;Бажово;55.0604;61.6054;P;13;11537
1485042;ЗМЕИНОГОРСК;51.15776;82.19534;P;4;11514
524504;Золино,Мулино;56.28923;42.92005;P;51;11513
502265;РЕДКИНО,Редкино;56.64754;36.29674;P;77;11507
2022317;ХОР,Хор;47.88611;134.94639;P;30;11503
526600;МИКУНЬ,Микунь;62.35472;50.07714;P;34;11502
7117224;Прибрежный;53.48662;49.85836;P;65;11500
2028078;Агинское,Агинскоје;51.1;114.53;P;93;11491
2023226;Камень-Рыболов;44.7452;132.0465;P;59;11489
466258;Юрьевец;57.32007;43.1041;P;21;11488
557906;Гурьевск;54.77323;20.60521;P;23;11474
520065;Ногир;43.08162;44.6365;P;68;11469
1498775;МИХАЙЛОВСКИЙ,Михайловское;51.82389;79.71722;P;4;11467
1492160;ШИПУНОВО,Шипуново;52.1582;82.2173;P;4;11431
505641;Прасковея;44.74444;44.20306;P;70;11420
1492499;Шагонар;51.53333;92.8;P;79;11415
565007;ДРЕЗНА,Дрезна;55.74208;38.84753;P;47;11386
548333;КИРС,Кирс;59.33882;52.24467;P;33;11385
535438;Левокумское;44.82194;44.66056;P;70;11377
478132;Усть-Донецкий;47.6419;40.87182;P;61;11357
510613;Песчанокопское;46.19517;41.08143;P;61;11340
478532;УРЖУМ,Уржум;57.11412;49.99956;P;33;11333
550708;Ханская;44.67702;39.9616;P;1;11297
1487933;УВЕЛЬСКИЙ,Увельский;54.4446;61.3574;P;13;11293
478565;УРУССУ,Уруссу;54.59812;53.46313;P;73;11279
484017;ТАЦИНСКИЙ,Тацинская;48.19677;41.27558;P;61;11258
2022289;Хороль,Хорольск;44.4264;132.0725;P;59;11245
507875;ПОГАР,Погар;52.55399;33.25907;P;10;11242
569579;Чекмагуш;55.13194;54.65556;P;8;11225
561146;ГЛУБОКИЙ,Глубокий;48.52759;40.32792;P;61;11225
1487086;ВИНЗИЛИ,Винзили;56.95938;65.7708;P;78;11219
518418;Новоорск;51.381;58.9813;P;55;11212
1486983;ВОЛЧИХА;52.01356;80.35715;P;4;11212
1509844;Богучаны;58.38139;97.45306;P;91;11209
582163;Анастасиевская;45.21576;37.89258;P;38;11204
533008;Львовский;55.31872;37.52337;P;47;11202
583977;Агульский Район;41.83333;47.58333;A;17;11201
485824;СУЗДАЛЬ,Суздаль;56.42274;40.44668;P;83;11183
520552;НИЖ.ОДЕС,Нижний Одес;63.64451;54.85598;P;34;11165
1540852;Старокамышинск;55.0554;61.6031;P;13;11158
527388;Мескар-Эвл,Мескер-Эвла,Мескер-Юрт,Рубежное;43.25147;45.90716;P;12;11147
1498205;МУРОМЦЕВО,Муромцево;56.37238;75.24175;P;54;11147
522353;Нея;58.29719;43.86808;P;37;11144
860420;Ботлих;42.64442;46.22967;P;17;11131
1498919;МЕЖДУРЕЧЕНСКИЙ,Междуреченский;59.6;65.93333;P;32;11121
550512;ХАРОВСК,Харовск;59.96425;40.19121;P;85;11115
470368;ВЫРИЦА;59.40778;30.34806;P;42;11107
469960;ВЫТЕГРА;61.00636;36.44811;P;85;11099
2017411;Ромненский Район;51;130;A;5;11098
562322;ФРЯНОВО,Фряново;56.13333;38.45;P;47;11088
1489218;ТРОИЦКИЙ,Троицкий;57.06028;63.74811;P;71;11081
576260;БИСЕРТЬ,Бисерть;56.86174;59.05231;P;71;11077
481036;Целина;46.53381;41.03284;P;61;11075
555624;ИВАНГОРОД,Ивангород;59.37155;28.21625;P;42;11074
491085;Солдато-Александровское;44.26528;43.75611;P;70;11059
577711;БЕЛОЗЕРСК,Белозерск,Белозёрск,Белозјорск;60.0288;37.8084;P;85;11049
538582;Курсавка,Куршава;44.4564;42.5093;P;70;11043
568429;Чертково;49.3847;40.15471;P;61;11000
515873;Октябрьский;55.60806;37.97738;P;47;11000
485699;Светлогорск;54.93987;20.15479;P;23;11000
579266;БАРАНЧИНСКИЙ,Баранчинский;58.1617;59.6991;P;71;10970
552465;КАРГОПОЛЬ,Каргополь;61.50707;38.94564;P;6;10966
1487272;Верхняя Синячиха;57.97604;61.66733;P;71;10964
538104;Кувшиново;57.02953;34.17252;P;77;10960
569632;Чегем Второй;43.59583;43.59944;P;22;10951
523161;НАВОЛОКИ,Наволоки;57.46572;41.96344;P;21;10951
517897;НОВОСПАССКОЕ,Новоспасское;53.14683;47.75138;P;81;10941
488785;Старокорсунская;45.05727;39.31611;P;38;10915
537344;Исламей;43.67556;43.455;P;22;10899
1495626;Пангоды;65.85002;74.48593;P;87;10898
1489209;Троицкое;52.9821;84.6757;P;4;10887
510899;ПЕРВОМАЙСКИЙ,Первомайский;54.04482;37.50875;P;76;10885
1504380;КАРГАТ,Каргат;55.19556;80.28111;P;53;10881
541349;Красный Яр;46.53314;48.34559;P;7;10876
509026;ПЛЕСЕЦК,Плесецк;62.70804;40.29159;P;6;10870
472494;ВОЛОДАРСК;56.23105;43.18767;P;51;10862
499051;Самашки,Самашкинская,СемаІашка;43.29056;45.30139;P;12;10848
486186;СУОЯРВИ,Суоярви;62.08333;32.35;P;28;10833
470845;ВУРНАРЫ,Вунары;55.49044;46.96479;P;16;10825
1502822;КОЛЫВАНЬ,Колывань;55.3053;82.7391;P;53;10807
1486031;ЕМЕЛЬЯНОВО,Емельяново;56.16776;92.67538;P;91;10800
551439;Казанская;45.4106;40.4361;P;38;10794
550902;КЕЗ,Кез;57.8957;53.7132;P;80;10792
523662;НАДВОИЦЫ,Надвоицы;63.86667;34.31667;P;28;10780
528258;Майртуп,Сулебкент;43.20348;46.13214;P;12;10778
470083;ВЫСОКОВСК,Высоковск;56.31667;36.55;P;47;10772
526652;Михнево,Михнёво;55.13396;37.94425;P;47;10754
542212;КРАСНОСЛОБОДСК,Краснослободск;54.4253;43.78963;P;46;10748
469809;ЯДРИН,Ядрин;55.94052;46.20622;P;16;10735
1510454;БЕЛОЯРСК,Белоярск;53.4461;83.9048;P;4;10733
526651;МИХНЕВО,Михнёво;55.12747;37.95451;P;47;10726
559478;Городовики;46.13528;41.96556;P;24;10706
504391;Псебай;44.1234;40.8107;P;38;10700
2019004;НОВ.ИГИРМА,Новая Игирма;57.1334;103.9112;P;20;10681
490040;СОВЕТСКИЙ,Советский;56.75833;48.47611;P;45;10674
466060;Южно-Сухокумск;44.65811;45.6436;P;17;10665
1538638;Локомотивный;53.0118;60.5684;P;13;10663
538368;Кушнаренково,Кушнарёнково;55.105;55.35083;P;8;10650
1538639;Солнечный;56.11583;92.92528;P;91;10641
499055;Самарское;46.937;39.6881;P;61;10638
551070;КЕНЖЕ,Кенже;43.50167;43.55722;P;22;10636
2022463;ХИЛОК,Хилок;51.3674;110.4676;P;93;10627
490750;Сольцы;58.12387;30.32377;P;52;10625
488730;Старомышастовская;45.34329;39.07608;P;38;10625
580139;АЮТИНСКИЙ,Аютинский;47.78228;40.14763;P;61;10623
556575;ИМ.МОРОЗОВА,Имени Морозова,имени Морозова;59.97572;31.03762;P;42;10623
513362;Ожерелье;54.79197;38.2656;P;47;10618
516305;Обухово;55.83278;38.2725;P;47;10616
468560;Яйва;59.3347;57.2592;P;90;10615
2017838;Покровка;43.9541;131.6325;P;59;10614
539432;Кулинский Район;42;47.25;A;17;10608
474462;Верхняя Тура;58.36083;59.80667;P;71;10608
566950;Давыдово;55.60859;38.86109;P;47;10606
504269;ПУДОЖ,Пудож;61.80988;36.53454;P;28;10605
546554;Кола;68.88062;33.01842;P;49;10600
520318;Нижняя Мактама;54.86356;52.4281;P;73;10600
503067;Ракитное;50.8389;35.8515;P;9;10596
2021093;КУЙТУН,Куйтун;54.3423;101.5094;P;20;10566
477795;УСТЮЖНА,Устюжна;58.8394;36.4321;P;85;10566
2012780;Забайкальск;49.63333;117.31667;P;93;10563
463966;Заюково;43.61611;43.33389;P;22;10559
484334;ТАРКИ;42.94423;47.49527;P;17;10554
1498389;Мошково;55.3053;83.6104;P;53;10541
481960;Тотьма;59.97375;42.76486;P;85;10500
526749;Михайловское;43.09972;44.63164;P;68;10479
2018436;Онохой,Онохой-Шибирь;51.932;108.0747;P;11;10478
488713;Старонижестеблиевская;45.38315;38.44304;P;38;10478
490323;СОСНОВКА,Сосновка;53.23592;41.36859;P;72;10475
1500125;ЛЮБИНСКИЙ,Любинский;55.15421;72.69247;P;54;10461
1508811;БРЕДЫ,Бреды;52.41528;60.34111;P;13;10450
545405;Конобеево;55.40776;38.66261;P;47;10434
2027487;АРХАРА,Архара;49.4212;130.0842;P;5;10430
577560;БЕЛЫЕ-БЕРЕГА,Белые Берега;53.20851;34.66405;P;10;10425
1486984;Волчанск;59.9378;60.081;P;71;10403
578466;БАЗАРНЫЙ КАРАБУЛАК,Базарный Карабулак;52.26833;46.41444;P;67;10389
1505187;Ка-Хем,Ка-Хэм,Каа-Хем,Кок-Тей;51.68333;94.73333;P;79;10375
505597;ПРАВДИНСКИЙ,Правдинский;56.06667;37.85;P;47;10372
518585;НОВОМИХАЙЛОВСКИЙ,Новомихайловский;44.2626;38.8585;P;38;10370
496954;СЕРАФИМОВСКИЙ,Серафимовский;54.42408;53.7964;P;8;10360
2015701;ТАКСИМО;56.34444;114.87944;P;11;10359
496035;ШАХОВСКАЯ,Шаховская;56.03147;35.50696;P;47;10353
1501988;КРАСНОЗЕРСКОЕ,Краснозёрское;53.98277;79.23735;P;53;10339
2127202;АНАДЫРЬ,Анадырь;64.75;177.48333;P;15;10332
477340;ВАХРУШИ,Вахруши;58.68472;50.02611;P;33;10330
465726;ЗАДОНСК,Задонск;52.3904;38.9261;P;43;10326
1496100;ОРДЫНСКОЕ,Ордынское;54.3656;81.8994;P;53;10314
520041;НОЛИНСК,Нолинск;57.55962;49.93629;P;33;10282
583368;Александрийская;44.22722;43.34528;P;70;10279
556275;ИНЖАВИНО,Инжавино;52.31847;42.49369;P;72;10278
840909;Двубратский;45.23888;39.80499;P;38;10272
518337;Новоподрезково;55.93972;37.34417;P;47;10271
580545;Ассиновская,Ах-Борзе,Аьхкинчу-Борзе,Эха-Борзе;43.24167;45.18194;P;19;10270
475463;Верхнеуральск;53.87694;59.21056;P;13;10267
518488;Новониколаевский;50.9738;42.3649;P;84;10251
582462;Аллерой,Шурагат;43.21711;46.28209;P;12;10247
2025261;Чульман;56.8479;124.9104;P;63;10220
532706;Лысогорская;44.10639;43.27556;P;70;10219
526815;МИХАЙЛОВСК,Михайловск;56.43583;59.12;P;71;10209
540797;Кривянская;47.39625;40.1662;P;61;10203
479871;Тюльган;52.34049;56.16604;P;55;10200
529343;МАРИИНСКИЙ ПОСАД,Мариинский Посад;56.11497;47.71805;P;16;10199
488128;Воздвиженская,Воздвиженское укрепление,Предгорное,Сехьа АтагІа,Старые Атаги,Старые Отаги,Чахкер-Юрт,Шахь-Гирийн-Эвла,Шахьгири-Эвл;43.12028;45.74056;P;12;10183
482432;Толбазы;54.02408;55.88248;P;8;10183
484287;ТАРУСА;54.72436;37.17272;P;25;10180
2013032;Екатеринославка;50.37336;129.11386;P;5;10178
582493;Іалхан-ГІала,Алхан-Кала,Междугорье;43.25861;45.53917;P;12;10168
